"data...1.","bfp_output.res"
12220.1056599999,26.0363674151562
12235.9666670002,-26.4286916724292
12237.9032180002,-19.0486918732689
12238.908171,-2.28607025331753
12243.0026850002,2.95944549362804
12307.8585649999,-19.7497614419216
12334.8146870001,57.5597410276847
12536.1309139999,8.05986487230073
12537.0906480001,6.76569026602508
12538.048924,27.4223437762925
12573.0651850002,-8.86513693208063
12574.0020829998,-4.11250807472803
12575.0051270002,18.34735202525
12601.0029279999,57.6876939290208
12602.0445829998,14.4931814722342
12651.8701849999,-27.0931533043484
12711.7517590001,-4.34845664835115
12712.8089470002,39.1970523948426
12925.044514,-6.0848022919366
13071.8259140002,-23.8129333905962
13303.018044,56.8109967916192
13338.8544100001,-66.836867316273
13340.104572,-52.607826023945
13368.8945829999,-28.7318483988258
13747.010278,-48.9077404052956
15111.0354980002,51.3196659960681
15440.1281369999,41.5608887136939
15523.043414,-17.6008320401451
15994.8675230001,-128.156661632277
16165.1266089999,21.7740348117378
16585.1541550001,-12.7841333415794
16588.0586689999,12.4732225645456
16639.9026270001,-53.714083869938
16909.1497450001,30.6701965913976
17291.1480089999,25.8538403176294
17294.147072,-5.38903306947858
17652.1447220002,37.0826066137126
17765.862338,3.46739978429345
18029.1550810002,15.9364505637307
