"bfp_output.P","bfp_output.logBF"
10000,-0.843091894993317
9908.2280990038,-0.840447048762409
9817.29840618883,-0.837755266916768
9727.20319245055,-0.835015949343169
9637.93479961579,-0.832228510056193
9549.48563979196,-0.829392379629051
9461.84819472201,-0.82650700791758
9375.01501514529,-0.823571867051451
9288.9787201645,-0.820586454717254
9203.73199661823,-0.817550297761339
9119.2675984593,-0.814462956142459
9035.57834613892,-0.811324027267442
8952.6571259964,-0.808133150747191
8870.49688965441,-0.804890013611849
8789.09065341995,-0.801594356030573
8708.43149769073,-0.79824597758441
8628.51256636689,-0.794844744144664
8549.32706626839,-0.79139059541698
8470.86826655741,-0.787883553215731
8393.12949816637,-0.784323730539465
8316.10415323097,-0.780711341527147
8239.78568452852,-0.777046712381614
8164.16760492147,-0.77333029335649
8089.24348680595,-0.769562671911255
8015.00696156541,-0.765744587153885
7941.45171902934,-0.761876945695955
7868.57150693686,-0.757960839066452
7796.36013040524,-0.753997562839468
7724.8114514034,-0.749988637651124
7653.91938823016,-0.745935832295809
7583.67791499719,-0.741841189116211
7514.08106111696,-0.737707051922352
7445.12291079514,-0.733536096697757
7376.79760252773,-0.729331365381152
7309.09932860291,-0.725096303042345
7242.02233460732,-0.720834798803177
7175.56091893693,-0.716551230891024
7109.70943231243,-0.712250516258432
7044.46227729904,-0.707938165238924
6979.81390783066,-0.70362034176848
6915.75882873852,-0.6993039297496
6852.29159528407,-0.69499660619753
6789.40681269611,-0.69070692187402
6727.09913571235,-0.686444390186703
6665.36326812492,-0.682219585205142
6604.1939623303,-0.678044249732845
6543.58601888324,-0.673931414466391
6483.53428605473,-0.66989552936074
6424.03365939419,-0.665952608434178
6365.07908129558,-0.662120389345243
6306.66554056741,-0.658418509186826
6248.78807200689,-0.654868698061089
6191.44175597785,-0.651494992106687
6134.62171799251,-0.648323967762802
6078.32312829723,-0.645384999154497
6022.54120146193,-0.642710540569378
5967.27119597332,-0.640336436058912
5912.50841383188,-0.638302258222903
5858.24820015254,-0.636651678217258
5804.48594276898,-0.635432909977008
5751.21707184161,-0.634698943103312
5698.43705946914,-0.634508429337568
5646.14141930367,-0.634925776909379
5594.32570616938,-0.636021953244788
5542.98551568467,-0.637874845945571
5492.11648388779,-0.640570235884279
5441.71428686589,-0.644202104277563
5391.77464038751,-0.648873486019293
5342.29329953835,-0.654697132641341
5293.26605836056,-0.661796215572518
5244.68874949512,-0.670305018454324
5196.55724382766,-0.68036959647183
5148.8674501375,-0.692148373929409
5101.61531474984,-0.70581264317904
5054.79682119124,-0.721546918408516
5008.40798984822,-0.739549086644909
4962.44487762892,-0.760030285632221
4916.90357762803,-0.783214424262137
4871.78021879464,-0.809337246308142
4827.07096560318,-0.838644823212927
4782.77201772748,-0.87139134755058
4738.87960971766,-0.907836087748346
4695.39001068006,-0.948239358264781
4652.29952396019,-0.992857361862586
4609.60448682844,-1.04193577472339
4567.30127016875,-1.09570197635658
4525.38627817017,-1.15435587846799
4483.85594802119,-1.21805938560835
4442.70674960688,-1.28692462764472
4401.93518520887,-1.36100124413546
4361.53778920801,-1.44026316241435
4321.51112778976,-1.52459549921836
4281.85179865241,-1.61378239842538
4242.55643071778,-1.70749678359685
4203.62168384471,-1.80529311830135
4165.04424854518,-1.90660429193341
4126.82084570296,-2.01074365726425
4088.94822629486,-2.11691301176158
4051.42317111465,-2.22421692432995
4014.24249049932,-2.33168329705834
3977.40302405803,-2.43828956738862
3940.90164040345,-2.54299261435575
3904.73523688556,-2.64476138399764
3868.90073932797,-2.742609829837
3833.3951017666,-2.8356283818892
3798.21530619074,-2.92300618535632
3763.35836228653,-3.0040540943816
3728.82130718284,-3.07821455975285
3694.6012051993,-3.14506525979955
3660.6951475969,-3.2043143683653
3627.10025233065,-3.25578843966756
3593.81366380463,-3.29941423207257
3560.83255262928,-3.33519598792231
3528.15411538089,-3.36318992870191
3495.77557436328,-3.38347768172734
3463.69417737173,-3.39614028318528
3431.90719745905,-3.40123432812804
3400.41193270371,-3.3987715366613
3369.20570598027,-3.38870374104659
3338.28586473176,-3.37091324461842
3307.64978074424,-3.34521255051755
3277.29484992338,-3.31135106256574
3247.21849207313,-3.26903309756069
3217.41815067637,-3.21794554028441
3187.89129267765,-3.15779518537449
3158.63540826782,-3.0883536660108
3129.64801067075,-3.00950632606681
3100.92663593193,-2.92129976648779
3072.468842709,-2.82398162642719
3044.2722120643,-2.71802594276262
3016.3343472592,-2.60413855012215
2988.65287355038,-2.48323950591439
2961.22543798804,-2.35642307562999
2934.04970921579,-2.22489961109106
2907.12337727258,-2.08992673752844
2880.4441533963,-1.95273883633301
2854.00976982924,-1.81448352965109
2827.81797962534,-1.67617196199539
2801.8665564592,-1.53864719472524
2776.1532944368,-1.40256887634159
2750.67600790807,-1.2684204857547
2725.43253128103,-1.13652370523787
2700.42071883777,-1.00706494254645
2675.63844455205,-0.88013271062358
2651.08360190854,-0.755750946253822
2626.75410372384,-0.633918088973853
2602.64788196901,-0.514644773280916
2578.7628875938,-0.397990561525925
2555.09709035251,-0.284101386315693
2531.64847863135,-0.173243529146741
2508.41505927754,-0.0658377884785848
2485.3948574298,0.0375087111026646
2462.58591635055,0.13597444074684
2439.98629725955,0.228501739997445
2417.59407916913,0.313785250491766
2395.40735872088,0.390275390413753
2373.42425002387,0.456202369754938
2351.64288449435,0.509625943880867
2330.06141069693,0.548514359816825
2308.67799418717,0.570852392025377
2287.4908173557,0.57477304071863
2266.49807927369,0.558701131107161
2245.69799553977,0.521491271162735
2225.08879812837,0.462539504625558
2204.66873523941,0.381849442996033
2184.43607114943,0.280040411544765
2164.38908606402,0.158296048510398
2144.52607597167,0.0182647969737859
2124.84535249888,-0.138072311089824
2105.34524276671,-0.308531298192814
2086.0240892485,-0.490843030491031
2066.88024962908,-0.682734917424209
2047.91209666509,-0.881974089767122
2029.11801804668,-1.08637673566467
2010.4964162605,-1.29379092826336
1992.04570845387,-1.50207069183359
1973.76432630026,-1.70905286743114
1955.65071586595,-1.91254894848519
1937.70333747799,-2.11035856897397
1919.92066559328,-2.30030620583467
1902.30118866895,-2.48029766609001
1884.8434090338,-2.64838897278595
1867.54584276108,-2.80285806220185
1850.4070195423,-2.94226942108098
1833.42548256229,-3.06552335964188
1816.59978837533,-3.17188451273493
1799.92850678248,-3.26098767970641
1783.41022071001,-3.33282252006047
1767.04352608895,-3.38770134549311
1750.82703173572,-3.42621598927151
1734.75935923393,-3.44919046499437
1718.83914281715,-3.45763610741441
1703.06502925284,-3.45271449098696
1687.43567772738,-3.4357144076951
1671.94975973199,-3.4080440969012
1656.60595894991,-3.37124121697205
1641.40297114447,-3.32699912475239
1626.33950404819,-3.27720381011487
1611.41427725302,-3.22397203795817
1596.62602210143,-3.16967570296945
1581.9734815786,-3.11693291299705
1567.4554102056,-3.06854459296171
1553.07057393346,-3.02735942686324
1538.81775003835,-2.99606235340651
1524.69572701757,-2.97690288581246
1510.70330448665,-2.97140492442231
1496.83929307726,-2.98011975084328
1483.1025143361,-3.00248708601726
1469.49180062482,-3.03684967108709
1456.00599502065,-3.08062392358697
1442.64395121816,-3.13059041162436
1429.40453343176,-3.18323562620234
1416.2866162992,-3.23507659665962
1403.28908478587,-3.28292081362384
1390.41083409007,-3.32404694545046
1377.65076954905,-3.35632197272373
1365.00780654601,-3.37828751899165
1352.48087041788,-3.38924730187356
1340.06889636395,-3.38936467548408
1327.77082935543,-3.37974844228004
1315.5856240457,-3.36245116372806
1303.51224468151,-3.34031217671351
1291.54966501488,-3.31660328061148
1279.69686821594,-3.29455020663915
1267.95284678643,-3.27688294980917
1256.31660247412,-3.26557285776483
1244.78714618791,-3.2618130931077
1233.36349791378,-3.26617226252007
1222.04468663149,-3.27878210620035
1210.82975023204,-3.29942920516866
1199.71773543588,-3.32747405380591
