"data...1.","bfp_output.res"
12220.1056599999,23.6005512140251
12235.9666670002,35.4358221360736
12237.9032180002,33.1681484021163
12238.908171,48.8139310186553
12243.0026850002,36.2463014618449
12307.8585649999,19.9033393741394
12334.8146870001,7.18509233863024
12536.1309139999,-82.7048742227326
12537.0906480001,-75.4539800409587
12538.048924,-62.9132472439705
12573.0651850002,1.31421683398391
12574.0020829998,-2.49096519345015
12575.0051270002,21.467772646062
12601.0029279999,111.659804591797
12602.0445829998,75.8987312130078
12651.8701849999,45.6784698903334
12711.7517590001,-57.3132412225629
12712.8089470002,-27.0341022212193
12925.044514,-56.3636666192336
13071.8259140002,-22.7152032784249
13303.018044,121.297106938726
13338.8544100001,-78.3871971480447
13340.104572,-44.4997398996254
13368.8945829999,-24.0003067995572
13747.010278,-48.0621545885534
15111.0354980002,-3.01681978532579
15440.1281369999,-25.970021608288
15523.043414,-53.4740674552533
15994.8675230001,-52.5712799430233
16165.1266089999,26.3630658392073
16585.1541550001,25.0263014794388
16588.0586689999,67.4634883239525
16639.9026270001,-62.0667881449192
16909.1497450001,17.4872927085937
17291.1480089999,28.1246227491167
17294.147072,-2.80035636739125
17652.1447220002,33.094969275663
17765.862338,-16.3897737960064
18029.1550810002,18.4137158878989
