"data...1.","bfp_output.res"
12220.1056599999,-38.9072919031769
12235.9666670002,12.7278163569636
12237.9032180002,4.56606195576933
12238.908171,1.72380847737713
12243.0026850002,13.0246478876588
12307.8585649999,71.9653978387651
12334.8146870001,47.1034358147244
12536.1309139999,-62.4789571726569
12537.0906480001,-55.6440080824123
12538.048924,-48.8127703291821
12573.0651850002,-50.547503965965
12574.0020829998,-53.9696081763477
12575.0051270002,-31.8165897447416
12601.0029279999,71.5403766708359
12602.0445829998,35.4902785484719
12651.8701849999,100.551681706219
12711.7517590001,7.26328075032416
12712.8089470002,53.0649138912804
12925.044514,161.198320674719
13071.8259140002,-117.400143139646
13303.018044,73.6356469275106
13338.8544100001,-91.2848051952024
13340.104572,-61.946461450384
13368.8945829999,32.4494248048595
13747.010278,-129.647380084702
15111.0354980002,73.8757745744451
15440.1281369999,-68.3735518714493
15523.043414,2.96224424146931
15994.8675230001,-155.112076535474
16165.1266089999,7.53025554371106
16585.1541550001,38.7718599501895
16588.0586689999,117.251415032491
16639.9026270001,-51.2520622609245
16909.1497450001,165.953481429256
17291.1480089999,37.3323506175075
17294.147072,49.1231508827441
17652.1447220002,41.0601971919878
17765.862338,-196.414398161089
18029.1550810002,-6.68836455263499
