"data...1.","bfp_output.res"
12220.1056599999,16.3793485902979
12235.9666670002,14.9366256479834
12237.9032180002,14.7674998658395
12238.908171,26.5596801904258
12243.0026850002,7.03594766682181
12307.8585649999,0.947162823077633
12334.8146870001,19.9083757195267
12536.1309139999,-6.73186197819177
12537.0906480001,-13.4088571748243
12538.048924,2.3720170441029
12573.0651850002,4.7474228857991
12574.0020829998,3.54357655028252
12575.0051270002,19.5353384397231
12601.0029279999,93.0991969012521
12602.0445829998,53.9167003909533
12651.8701849999,8.57519232503
12711.7517590001,-41.070801325056
12712.8089470002,5.36261179743087
12925.044514,-15.9978142894561
13071.8259140002,-19.3238831130493
13303.018044,76.8015275723774
13338.8544100001,-82.1021955778569
13340.104572,-60.2326489332836
13368.8945829999,-62.5224470250323
13747.010278,-89.5888914284715
15111.0354980002,11.214138026683
15440.1281369999,10.4246701189904
15523.043414,-48.9048042434642
15994.8675230001,-130.966564602502
16165.1266089999,45.0881130151902
16585.1541550001,25.5106637920708
16588.0586689999,47.8870146485415
16639.9026270001,-73.7730711771601
16909.1497450001,40.2707991654715
17291.1480089999,62.5786906568992
17294.147072,24.7651367551625
17652.1447220002,24.7744521788727
17765.862338,-44.8291088583519
18029.1550810002,27.4374926033024
