"data...1.","bfp_output.res"
12220.1056599999,8.4356561115246
12235.9666670002,-25.5610992227627
12237.9032180002,-9.96615362697418
12238.908171,-4.64570719552199
12243.0026850002,15.4256549322419
12307.8585649999,31.5642962779
12334.8146870001,9.07070309011251
12536.1309139999,31.6324186215207
12537.0906480001,35.3034971520049
12538.048924,43.7583672367878
12573.0651850002,32.7701725202673
12574.0020829998,20.0911387231104
12575.0051270002,47.199710353447
12601.0029279999,42.979195341031
12602.0445829998,3.28661968673413
12651.8701849999,-53.3216311165323
12711.7517590001,-33.2271477507927
12712.8089470002,15.433322118874
12925.044514,-46.7095364402567
13071.8259140002,-71.8098616076567
13303.018044,61.2308265984705
13338.8544100001,-79.880709586458
13340.104572,-52.9539467568091
13368.8945829999,-41.5793074224365
13747.010278,-53.4088406178839
15111.0354980002,60.1819487410239
15440.1281369999,53.3824516624954
15523.043414,-26.2127154549417
15994.8675230001,-87.6420239428346
16165.1266089999,45.1610941697714
16585.1541550001,9.09556763493255
16588.0586689999,46.3645622188317
16639.9026270001,-85.5058244708257
16909.1497450001,11.8985077076534
17291.1480089999,49.5487668347941
17294.147072,43.5106590607697
17652.1447220002,13.2608340699863
17765.862338,-51.5985765621553
18029.1550810002,-6.95652660746933
