jd	rv	rverr
1.222010565999988467e+04	5.965006612838937144e+03	2.519592761993408203e+00
1.223596666700020432e+04	5.943674313985338813e+03	2.594873666763305664e+00
1.223790321800019592e+04	5.958989052881486714e+03	2.156114339828491211e+00
1.223890817099995911e+04	5.968144884572393494e+03	2.441397190093994141e+00
1.224300268500018865e+04	5.956076092923376564e+03	2.635787487030029297e+00
1.230785856499988586e+04	6.064689643400575733e+03	2.706918239593505859e+00
1.233481468700012192e+04	6.150415633498749230e+03	2.628424644470214844e+00
1.253613091399986297e+04	5.972668504028872121e+03	2.298344850540161133e+00
1.253709064800012857e+04	5.976338345429729088e+03	2.619984149932861328e+00
1.253804892400000244e+04	5.991166042413853575e+03	2.222450971603393555e+00
1.257306518500018865e+04	6.084763662027864484e+03	2.332486391067504883e+00
1.257400208299979568e+04	6.080594495680234104e+03	2.260802984237670898e+00
1.257500512700015679e+04	6.104113361687326687e+03	2.294946670532226562e+00
1.260100292799994349e+04	6.214825706923376856e+03	2.459991455078125000e+00
1.260204458299977705e+04	6.179753272007586929e+03	2.077968120574951172e+00
1.265187018499989063e+04	6.130196061197617382e+03	2.342897176742553711e+00
1.271175175900012255e+04	5.968156701858606539e+03	2.925719499588012695e+00
1.271280894700018689e+04	6.002424030379785108e+03	2.502106666564941406e+00
1.292504451399995014e+04	6.093042925061206915e+03	2.149739265441894531e+00
1.307182591400016099e+04	5.991157305627653841e+03	2.372129678726196289e+00
1.330301804400002584e+04	6.074355409905459965e+03	2.350899457931518555e+00
1.333885441000014544e+04	5.914205862805549259e+03	2.718912601470947266e+00
1.334010457199998200e+04	5.946250002911931006e+03	2.936974287033081055e+00
1.336889458299987018e+04	6.002629363053762063e+03	2.944201469421386719e+00
1.374701027800003067e+04	5.945909209627185191e+03	2.595215559005737305e+00
1.511103549800021574e+04	6.042863539995058090e+03	3.798471927642822266e+00
1.544012813699990511e+04	6.081833115411660401e+03	2.424232482910156250e+00
1.552304341399995610e+04	6.100919378963597410e+03	3.089900016784667969e+00
1.599486752300010994e+04	5.924534126693251892e+03	4.680529594421386719e+00
1.616512660899991170e+04	6.128120130362833152e+03	2.907673835754394531e+00
1.658515415500011295e+04	6.261667799562987057e+03	2.652872562408447266e+00
1.658805866899993271e+04	6.297242351651511854e+03	2.508801937103271484e+00
1.663990262700011954e+04	6.033347706493860642e+03	2.923158884048461914e+00
1.690914974500006065e+04	6.222114228923368501e+03	2.683601140975952148e+00
1.729114800899988040e+04	6.123673244488993078e+03	2.775057554244995117e+00
1.729414707199996337e+04	6.095282888788540731e+03	2.701647281646728516e+00
1.765214472200023010e+04	6.298880658883674187e+03	2.650991201400756836e+00
1.776586233799997717e+04	5.919862321298045572e+03	2.697983980178833008e+00
1.802915508100017905e+04	6.099771359349120758e+03	3.166438817977905273e+00
