jd	rv	rverr
1.222010565999988467e+04	5.952206878126882657e+03	2.510151147842407227e+00
1.223596666700020432e+04	5.960274378929512750e+03	2.657639265060424805e+00
1.223790321800019592e+04	5.961017095374420023e+03	2.416286230087280273e+00
1.223890817099995911e+04	5.978402886006802873e+03	2.385205507278442383e+00
1.224300268500018865e+04	5.948601946537750337e+03	2.656491518020629883e+00
1.230785856499988586e+04	6.074097492039480130e+03	2.830624103546142578e+00
1.233481468700012192e+04	6.147100092128210235e+03	2.719520807266235352e+00
1.253613091399986297e+04	5.980835205931041855e+03	2.393841028213500977e+00
1.253709064800012857e+04	5.976338345429729088e+03	2.747931241989135742e+00
1.253804892400000244e+04	5.995367182334681274e+03	2.626695871353149414e+00
1.257306518500018865e+04	6.086388713554872083e+03	2.452622890472412109e+00
1.257400208299979568e+04	6.084140161797215114e+03	2.426384687423706055e+00
1.257500512700015679e+04	6.103021632439988025e+03	2.315572500228881836e+00
1.260100292799994349e+04	6.219087922606293432e+03	2.476016521453857422e+00
1.260204458299977705e+04	6.180085371463945194e+03	2.168329477310180664e+00
1.265187018499989063e+04	6.130560334492933180e+03	2.235812187194824219e+00
1.271175175900012255e+04	5.965851091839751462e+03	3.156575202941894531e+00
1.271280894700018689e+04	6.004513693954111659e+03	2.751703500747680664e+00
1.292504451399995014e+04	6.104974511440712376e+03	2.350192070007324219e+00
1.307182591400016099e+04	5.995039979074732400e+03	2.441135644912719727e+00
1.330301804400002584e+04	6.098640659806049371e+03	2.467701196670532227e+00
1.333885441000014544e+04	5.914205862805549259e+03	2.803535938262939453e+00
1.334010457199998200e+04	5.942831668852519215e+03	3.176694631576538086e+00
1.336889458299987018e+04	6.014713638838489715e+03	3.028190612792968750e+00
1.374701027800003067e+04	5.968088436374317098e+03	2.971949577331542969e+00
1.511103549800021574e+04	6.068004941203500493e+03	4.149273872375488281e+00
1.544012813699990511e+04	6.072298752694143332e+03	2.445649147033691406e+00
1.552304341399995610e+04	6.104535391270841501e+03	3.417965888977050781e+00
1.599486752300010994e+04	5.936406818587885937e+03	5.301779270172119141e+00
1.616512660899991170e+04	6.131686518613380031e+03	3.033117532730102539e+00
1.658515415500011295e+04	6.261667799562987057e+03	2.890024900436401367e+00
1.658805866899993271e+04	6.297242351651511854e+03	2.675359487533569336e+00
1.663990262700011954e+04	6.046491265027317240e+03	3.461310863494873047e+00
1.690914974500006065e+04	6.222114228923368501e+03	2.847187042236328125e+00
1.729114800899988040e+04	6.123673244488993078e+03	2.808844804763793945e+00
1.729414707199996337e+04	6.095282888788540731e+03	2.598942995071411133e+00
1.765214472200023010e+04	6.293010841891489690e+03	2.929579019546508789e+00
1.776586233799997717e+04	5.934910952821301180e+03	2.987931728363037109e+00
1.802915508100017905e+04	6.098161576762635377e+03	3.412450551986694336e+00
