jd	rv	rverr
1.222010565999988467e+04	5.981727193349375739e+03	2.925801515579223633e+00
1.223596666700020432e+04	5.963347798528913700e+03	2.578293561935424805e+00
1.223790321800019592e+04	5.972639485708350549e+03	2.398476600646972656e+00
1.223890817099995911e+04	5.991624152541131480e+03	2.257930040359497070e+00
1.224300268500018865e+04	5.957816752142909536e+03	2.653263092041015625e+00
1.230785856499988586e+04	6.093305819216431701e+03	2.963877201080322266e+00
1.233481468700012192e+04	6.151390664414953790e+03	2.517349481582641602e+00
1.253613091399986297e+04	5.984248904776366544e+03	2.221557617187500000e+00
1.253709064800012857e+04	5.989958240375548485e+03	2.561518669128417969e+00
1.253804892400000244e+04	6.009085234755286365e+03	2.599551677703857422e+00
1.257306518500018865e+04	6.100237642608524766e+03	2.419386386871337891e+00
1.257400208299979568e+04	6.085951712526315532e+03	2.301797866821289062e+00
1.257500512700015679e+04	6.111547154444429907e+03	2.397186279296875000e+00
1.260100292799994349e+04	6.233186607901345269e+03	2.543975353240966797e+00
1.260204458299977705e+04	6.187418280149740895e+03	2.112253665924072266e+00
1.265187018499989063e+04	6.159925779032986611e+03	2.229196786880493164e+00
1.271175175900012255e+04	5.968156701858606539e+03	3.060587406158447266e+00
1.271280894700018689e+04	6.010158839392897789e+03	2.799821853637695312e+00
1.292504451399995014e+04	6.108739395918048103e+03	2.236934661865234375e+00
1.307182591400016099e+04	5.995039979074732400e+03	2.376346349716186523e+00
1.330301804400002584e+04	6.073630135230654560e+03	2.307335615158081055e+00
1.333885441000014544e+04	5.924502581910568551e+03	2.855566501617431641e+00
1.334010457199998200e+04	5.963603699134737326e+03	3.153576135635375977e+00
1.336889458299987018e+04	6.011247589339945989e+03	3.076143503189086914e+00
1.374701027800003067e+04	5.978597830008038727e+03	2.757099151611328125e+00
1.511103549800021574e+04	6.053730663092443137e+03	3.763576745986938477e+00
1.544012813699990511e+04	6.081833115411660401e+03	2.551788806915283203e+00
1.552304341399995610e+04	6.104535391270841501e+03	3.403569698333740234e+00
1.599486752300010994e+04	5.924534126693251892e+03	4.929534912109375000e+00
1.616512660899991170e+04	6.122149974618645501e+03	2.902394056320190430e+00
1.658515415500011295e+04	6.245969147428928409e+03	2.905506849288940430e+00
1.658805866899993271e+04	6.295443888585716195e+03	2.830983877182006836e+00
1.663990262700011954e+04	6.053803860569025346e+03	3.271339416503906250e+00
1.690914974500006065e+04	6.216130985515876091e+03	2.910045385360717773e+00
1.729114800899988040e+04	6.111213789022862329e+03	2.899549484252929688e+00
1.729414707199996337e+04	6.088224275712840608e+03	2.442866563796997070e+00
1.765214472200023010e+04	6.296271851331592188e+03	3.121693611145019531e+00
1.776586233799997717e+04	5.937744431926781544e+03	2.731657505035400391e+00
1.802915508100017905e+04	6.095991205931262812e+03	3.282843112945556641e+00
