jd	rv	rverr
1.222010565999988467e+04	5.960420477489227778e+03	2.594135999679565430e+00
1.223596666700020432e+04	5.947960523717647447e+03	2.686228275299072266e+00
1.223790321800019592e+04	5.958989052881486714e+03	2.310329198837280273e+00
1.223890817099995911e+04	5.968033639434303041e+03	2.341788291931152344e+00
1.224300268500018865e+04	5.954916198762992281e+03	2.663652896881103516e+00
1.230785856499988586e+04	6.065854445434699301e+03	2.814729690551757812e+00
1.233481468700012192e+04	6.136920071354325046e+03	2.648957014083862305e+00
1.253613091399986297e+04	5.969736867448606063e+03	2.340068817138671875e+00
1.253709064800012857e+04	5.974191968647748581e+03	2.595719575881958008e+00
1.253804892400000244e+04	5.990858482326191734e+03	2.623145103454589844e+00
1.257306518500018865e+04	6.075119144810865691e+03	2.261844396591186523e+00
1.257400208299979568e+04	6.072125686883446178e+03	2.161766290664672852e+00
1.257500512700015679e+04	6.101366043031935988e+03	2.280589103698730469e+00
1.260100292799994349e+04	6.216612172964476486e+03	2.604836702346801758e+00
1.260204458299977705e+04	6.184883090703748167e+03	2.135162353515625000e+00
1.265187018499989063e+04	6.130196061197617382e+03	2.256141185760498047e+00
1.271175175900012255e+04	5.965851091839751462e+03	2.859463691711425781e+00
1.271280894700018689e+04	5.997860798440859071e+03	2.766565084457397461e+00
1.292504451399995014e+04	6.091701439572469098e+03	2.289546728134155273e+00
1.307182591400016099e+04	5.994119480088964337e+03	2.437571763992309570e+00
1.330301804400002584e+04	6.054825344338933064e+03	2.305479764938354492e+00
1.333885441000014544e+04	5.911370202422851435e+03	2.936394929885864258e+00
1.334010457199998200e+04	5.957358429801497550e+03	3.039717435836791992e+00
1.336889458299987018e+04	6.016472838914371096e+03	2.992749452590942383e+00
1.374701027800003067e+04	5.966791667068537208e+03	2.715455293655395508e+00
1.511103549800021574e+04	6.042863539995058090e+03	3.807867765426635742e+00
1.544012813699990511e+04	6.031964755666092969e+03	2.612354516983032227e+00
1.552304341399995610e+04	6.114454749417240237e+03	3.161359786987304688e+00
1.599486752300010994e+04	5.923604902598613990e+03	4.807752609252929688e+00
1.616512660899991170e+04	6.098539830016859923e+03	2.885078430175781250e+00
1.658515415500011295e+04	6.227354127655125922e+03	3.052335500717163086e+00
1.658805866899993271e+04	6.264078212837252067e+03	2.733961582183837891e+00
1.663990262700011954e+04	6.053803860569025346e+03	3.270659446716308594e+00
1.690914974500006065e+04	6.185983553093363298e+03	2.775158643722534180e+00
1.729114800899988040e+04	6.100353209757129662e+03	2.781890630722045898e+00
1.729414707199996337e+04	6.084125655821233522e+03	2.549878835678100586e+00
1.765214472200023010e+04	6.267882528346352046e+03	3.126209020614624023e+00
1.776586233799997717e+04	5.931293304556143994e+03	2.776744842529296875e+00
1.802915508100017905e+04	6.063815185696512344e+03	3.465580701828002930e+00
