jd	rv	rverr
1.222010565999988467e+04	5.961372604994649009e+03	2.634857892990112305e+00
1.223596666700020432e+04	5.949107330214726971e+03	2.629399776458740234e+00
1.223790321800019592e+04	5.949029341106564971e+03	2.286090612411499023e+00
1.223890817099995911e+04	5.968033639434303041e+03	2.291483640670776367e+00
1.224300268500018865e+04	5.954494666940718162e+03	2.641182422637939453e+00
1.230785856499988586e+04	6.058712943824735703e+03	2.847940683364868164e+00
1.233481468700012192e+04	6.134335257851635106e+03	2.580334424972534180e+00
1.253613091399986297e+04	5.982024002014557482e+03	2.342770338058471680e+00
1.253709064800012857e+04	5.972691249922136194e+03	2.577156543731689453e+00
1.253804892400000244e+04	5.995367182334681274e+03	2.624164819717407227e+00
1.257306518500018865e+04	6.085947004918336461e+03	2.423520803451538086e+00
1.257400208299979568e+04	6.079939021876387415e+03	2.343476533889770508e+00
1.257500512700015679e+04	6.101366043031935988e+03	2.216551303863525391e+00
1.260100292799994349e+04	6.209687708437650144e+03	2.359860420227050781e+00
1.260204458299977705e+04	6.181253990733199316e+03	2.106903076171875000e+00
1.265187018499989063e+04	6.131448114320439345e+03	2.261189937591552734e+00
1.271175175900012255e+04	5.958360585874994285e+03	3.147521734237670898e+00
1.271280894700018689e+04	5.999858848372052307e+03	2.591134071350097656e+00
1.292504451399995014e+04	6.096393366867225268e+03	2.154030561447143555e+00
1.307182591400016099e+04	5.990040491692314390e+03	2.396100521087646484e+00
1.330301804400002584e+04	6.088417013487814984e+03	2.899634122848510742e+00
1.333885441000014544e+04	5.905594725670322077e+03	3.394545316696166992e+00
1.334010457199998200e+04	5.942831668852519215e+03	3.746398210525512695e+00
1.336889458299987018e+04	6.002629363053762063e+03	3.449354171752929688e+00
1.374701027800003067e+04	5.955041126698080916e+03	3.456187009811401367e+00
1.511103549800021574e+04	6.062455771962282597e+03	4.889599800109863281e+00
1.544012813699990511e+04	6.079331190443233936e+03	3.072372436523437500e+00
1.552304341399995610e+04	6.102060732267633284e+03	3.565595388412475586e+00
1.599486752300010994e+04	5.914631128125984105e+03	6.140848159790039062e+00
1.616512660899991170e+04	6.111764913786319084e+03	3.433111906051635742e+00
1.658515415500011295e+04	6.249963066014097421e+03	3.493976116180419922e+00
1.658805866899993271e+04	6.297242351651511854e+03	3.183666467666625977e+00
1.663990262700011954e+04	6.033347706493860642e+03	4.110796451568603516e+00
1.690914974500006065e+04	6.219727911647467408e+03	3.548681735992431641e+00
1.729114800899988040e+04	6.122634956533482182e+03	3.370328187942504883e+00
1.729414707199996337e+04	6.103626274145324714e+03	3.088723659515380859e+00
1.765214472200023010e+04	6.296271851331592188e+03	3.659510850906372070e+00
1.776586233799997717e+04	5.927501154113590019e+03	3.203054666519165039e+00
1.802915508100017905e+04	6.094479580819563125e+03	4.364122867584228516e+00
