jd	rv	rverr
1.222010565999988467e+04	5.980868860764305282e+03	2.443420171737670898e+00
1.223596666700020432e+04	5.960274378929512750e+03	2.479068279266357422e+00
1.223790321800019592e+04	5.963734966787375015e+03	2.121806621551513672e+00
1.223890817099995911e+04	5.968171605218307377e+03	2.414041757583618164e+00
1.224300268500018865e+04	5.957816752142909536e+03	2.538537263870239258e+00
1.230785856499988586e+04	6.078983553006590228e+03	2.642738342285156250e+00
1.233481468700012192e+04	6.145154392850236036e+03	2.447080612182617188e+00
1.253613091399986297e+04	5.986678847596616833e+03	2.121842145919799805e+00
1.253709064800012857e+04	5.989958240375548485e+03	2.517305135726928711e+00
1.253804892400000244e+04	5.992788912663643714e+03	2.456453323364257812e+00
1.257306518500018865e+04	6.085947004918336461e+03	2.286818265914916992e+00
1.257400208299979568e+04	6.083421430954062089e+03	2.082441568374633789e+00
1.257500512700015679e+04	6.108990697545566945e+03	2.284460544586181641e+00
1.260100292799994349e+04	6.219938620721102779e+03	2.571256399154663086e+00
1.260204458299977705e+04	6.190014000038518134e+03	1.921505928039550781e+00
1.265187018499989063e+04	6.144457251645369979e+03	2.100503444671630859e+00
1.271175175900012255e+04	5.963595651196897961e+03	2.698390960693359375e+00
1.271280894700018689e+04	6.009986518492718460e+03	2.429458379745483398e+00
1.292504451399995014e+04	6.108678320155959227e+03	2.252687931060791016e+00
1.307182591400016099e+04	5.995039979074732400e+03	2.254859209060668945e+00
1.330301804400002584e+04	6.073630135230654560e+03	2.302447080612182617e+00
1.333885441000014544e+04	5.933697210701466247e+03	2.623185157775878906e+00
1.334010457199998200e+04	5.964646894963987506e+03	2.935852766036987305e+00
1.336889458299987018e+04	6.017507854954055801e+03	2.737488746643066406e+00
1.374701027800003067e+04	5.973993153801980952e+03	2.570986747741699219e+00
1.511103549800021574e+04	6.050434753216861282e+03	3.819474220275878906e+00
1.544012813699990511e+04	6.047683039295108756e+03	2.404739856719970703e+00
1.552304341399995610e+04	6.119476049571832846e+03	3.205483913421630859e+00
1.599486752300010994e+04	5.944060920343952603e+03	4.540462493896484375e+00
1.616512660899991170e+04	6.100930509847195935e+03	2.740573406219482422e+00
1.658515415500011295e+04	6.241462628697656328e+03	2.759709596633911133e+00
1.658805866899993271e+04	6.264741321111359866e+03	2.541299343109130859e+00
1.663990262700011954e+04	6.056223714982144884e+03	3.107349872589111328e+00
1.690914974500006065e+04	6.193493690553077613e+03	2.592834472656250000e+00
1.729114800899988040e+04	6.108266883502074052e+03	2.780287027359008789e+00
1.729414707199996337e+04	6.083575973962433636e+03	2.481251478195190430e+00
1.765214472200023010e+04	6.276657806592193083e+03	2.805606842041015625e+00
1.776586233799997717e+04	5.971590219871497538e+03	2.663582086563110352e+00
1.802915508100017905e+04	6.076920299219011213e+03	3.448306083679199219e+00
