jd	rv	rverr
1.222010565999988467e+04	6.008972436434058181e+03	2.721598386764526367e+00
1.223596666700020432e+04	5.980862909265812050e+03	2.785151720046997070e+00
1.223790321800019592e+04	5.988242706964145327e+03	2.352976083755493164e+00
1.223890817099995911e+04	5.991624152541131480e+03	2.289099454879760742e+00
1.224300268500018865e+04	5.971551709461949940e+03	2.673153162002563477e+00
1.230785856499988586e+04	6.092596904120757245e+03	2.810417890548706055e+00
1.233481468700012192e+04	6.151802925809053704e+03	2.500635385513305664e+00
1.253613091399986297e+04	5.994743029469565954e+03	2.331733465194702148e+00
1.253709064800012857e+04	6.002267187713674502e+03	2.703563690185546875e+00
1.253804892400000244e+04	6.007990233592121513e+03	2.389145374298095703e+00
1.257306518500018865e+04	6.103295793267403496e+03	2.399236679077148438e+00
1.257400208299979568e+04	6.100658974165038671e+03	2.253628015518188477e+00
1.257500512700015679e+04	6.114178865407295234e+03	2.218598604202270508e+00
1.260100292799994349e+04	6.252043749446285801e+03	2.452087402343750000e+00
1.260204458299977705e+04	6.195190716194854758e+03	2.150236129760742188e+00
1.265187018499989063e+04	6.167463182457919174e+03	2.177727699279785156e+00
1.271175175900012255e+04	5.992275084052060265e+03	3.042848587036132812e+00
1.271280894700018689e+04	6.016678676995885326e+03	2.683235168457031250e+00
1.292504451399995014e+04	6.119798471410569618e+03	2.268232583999633789e+00
1.307182591400016099e+04	6.007798269519655150e+03	2.323602914810180664e+00
1.330301804400002584e+04	6.098640659806049371e+03	2.759978294372558594e+00
1.333885441000014544e+04	5.941898267719810974e+03	3.130892515182495117e+00
1.334010457199998200e+04	5.974658139413171739e+03	3.368213891983032227e+00
1.336889458299987018e+04	6.043726807107923378e+03	3.215699195861816406e+00
1.374701027800003067e+04	5.988816023133229464e+03	3.114568948745727539e+00
1.511103549800021574e+04	6.053730663092443137e+03	4.484493732452392578e+00
1.544012813699990511e+04	6.059902554267318919e+03	3.053993463516235352e+00
1.552304341399995610e+04	6.132054929965619522e+03	3.308445453643798828e+00
1.599486752300010994e+04	5.945454756485909456e+03	5.395327568054199219e+00
1.616512660899991170e+04	6.128120130362833152e+03	3.133967638015747070e+00
1.658515415500011295e+04	6.257191818712759414e+03	3.200782775878906250e+00
1.658805866899993271e+04	6.277797355896465888e+03	2.866180181503295898e+00
1.663990262700011954e+04	6.067205218803620483e+03	3.764368772506713867e+00
1.690914974500006065e+04	6.211495771428773878e+03	3.343770027160644531e+00
1.729114800899988040e+04	6.122634956533482182e+03	3.105726957321166992e+00
1.729414707199996337e+04	6.095282888788540731e+03	2.869778871536254883e+00
1.765214472200023010e+04	6.291874396461193101e+03	3.233204364776611328e+00
1.776586233799997717e+04	5.978535406531889748e+03	2.999457120895385742e+00
1.802915508100017905e+04	6.085490537406411022e+03	3.997376203536987305e+00
