jd	rv	rverr
1.222010565999988467e+04	5.964761219151972909e+03	2.610437154769897461e+00
1.223596666700020432e+04	5.947960523717647447e+03	2.538244009017944336e+00
1.223790321800019592e+04	5.957314922617086268e+03	2.204384326934814453e+00
1.223890817099995911e+04	5.972714660342971911e+03	2.259467124938964844e+00
1.224300268500018865e+04	5.955124510737259698e+03	2.607792377471923828e+00
1.230785856499988586e+04	6.070864839203204610e+03	2.812103033065795898e+00
1.233481468700012192e+04	6.147100092128210235e+03	2.584665775299072266e+00
1.253613091399986297e+04	5.984248904776366544e+03	2.368484020233154297e+00
1.253709064800012857e+04	5.976412508855122724e+03	2.496719360351562500e+00
1.253804892400000244e+04	5.980846419898050954e+03	2.346002101898193359e+00
1.257306518500018865e+04	6.088361678798064531e+03	2.434860467910766602e+00
1.257400208299979568e+04	6.096830832648396608e+03	2.129889011383056641e+00
1.257500512700015679e+04	6.108990697545566945e+03	2.396531105041503906e+00
1.260100292799994349e+04	6.222471083570573683e+03	2.411884784698486328e+00
1.260204458299977705e+04	6.187418280149740895e+03	2.074407100677490234e+00
1.265187018499989063e+04	6.130560334492933180e+03	2.382934093475341797e+00
1.271175175900012255e+04	5.954918530425842619e+03	2.836262941360473633e+00
1.271280894700018689e+04	5.998536994378271629e+03	2.661515235900878906e+00
1.292504451399995014e+04	6.093042925061206915e+03	2.381663322448730469e+00
1.307182591400016099e+04	5.994119480088964337e+03	2.282495021820068359e+00
1.330301804400002584e+04	6.074355409905459965e+03	2.288588523864746094e+00
1.333885441000014544e+04	5.910376085330994101e+03	2.781192779541015625e+00
1.334010457199998200e+04	5.946250002911931006e+03	2.878588676452636719e+00
1.336889458299987018e+04	6.014798708649970649e+03	2.960053205490112305e+00
1.374701027800003067e+04	5.952299261235733866e+03	2.915858268737792969e+00
1.511103549800021574e+04	6.050434753216861282e+03	3.892119407653808594e+00
1.544012813699990511e+04	6.076975411048377282e+03	2.534270524978637695e+00
1.552304341399995610e+04	6.108836324624367990e+03	3.140404701232910156e+00
1.599486752300010994e+04	5.924534126693251892e+03	4.551071166992187500e+00
1.616512660899991170e+04	6.128120130362833152e+03	2.850607156753540039e+00
1.658515415500011295e+04	6.256838451803530916e+03	2.690027236938476562e+00
1.658805866899993271e+04	6.273819796890427824e+03	2.590944290161132812e+00
1.663990262700011954e+04	6.039242880833698109e+03	3.380824327468872070e+00
1.690914974500006065e+04	6.211480502488251659e+03	2.644358396530151367e+00
1.729114800899988040e+04	6.127172013145798701e+03	2.860172033309936523e+00
1.729414707199996337e+04	6.090889796472576563e+03	2.558443784713745117e+00
1.765214472200023010e+04	6.296271851331592188e+03	2.595375061035156250e+00
1.776586233799997717e+04	5.927850158468383597e+03	2.685091733932495117e+00
1.802915508100017905e+04	6.077360917216938105e+03	3.231976509094238281e+00
