jd	rv	rverr
1.222010565999988467e+04	5.965006612838937144e+03	2.760759115219116211e+00
1.223596666700020432e+04	5.952978551956413867e+03	2.605530500411987305e+00
1.223790321800019592e+04	5.949142767521872884e+03	2.199146986007690430e+00
1.223890817099995911e+04	5.972714115023667546e+03	2.225298166275024414e+00
1.224300268500018865e+04	5.956076092923376564e+03	2.664651393890380859e+00
1.230785856499988586e+04	6.072173605533680529e+03	2.796362638473510742e+00
1.233481468700012192e+04	6.145154392850236036e+03	2.714845657348632812e+00
1.253613091399986297e+04	5.972668504028872121e+03	2.280490398406982422e+00
1.253709064800012857e+04	5.976412508855122724e+03	2.585649251937866211e+00
1.253804892400000244e+04	5.992788912663643714e+03	2.574634075164794922e+00
1.257306518500018865e+04	6.085947004918336461e+03	2.344937324523925781e+00
1.257400208299979568e+04	6.083421430954062089e+03	2.311043977737426758e+00
1.257500512700015679e+04	6.104113361687326687e+03	2.384634494781494141e+00
1.260100292799994349e+04	6.219087922606293432e+03	2.334272146224975586e+00
1.260204458299977705e+04	6.186722452717371198e+03	2.079017400741577148e+00
1.265187018499989063e+04	6.137990855334210210e+03	2.213870048522949219e+00
1.271175175900012255e+04	5.963595651196897961e+03	2.965838670730590820e+00
1.271280894700018689e+04	6.002173183499777224e+03	2.778064727783203125e+00
1.292504451399995014e+04	6.093042925061206915e+03	2.234345197677612305e+00
1.307182591400016099e+04	5.989185431023070123e+03	2.317397356033325195e+00
1.330301804400002584e+04	6.073630135230654560e+03	2.388313770294189453e+00
1.333885441000014544e+04	5.914205862805549259e+03	2.804229021072387695e+00
1.334010457199998200e+04	5.946493215321677781e+03	3.082905054092407227e+00
1.336889458299987018e+04	6.015723570190173632e+03	3.052147865295410156e+00
1.374701027800003067e+04	5.968842067652949481e+03	2.729313373565673828e+00
1.511103549800021574e+04	6.053165712293121032e+03	4.225921630859375000e+00
1.544012813699990511e+04	6.079331190443233936e+03	2.582335710525512695e+00
1.552304341399995610e+04	6.108836324624367990e+03	3.353844165802001953e+00
1.599486752300010994e+04	5.927895474885357544e+03	5.093994140625000000e+00
1.616512660899991170e+04	6.100930509847195935e+03	2.978312253952026367e+00
1.658515415500011295e+04	6.244579673841406475e+03	2.585167169570922852e+00
1.658805866899993271e+04	6.295443888585716195e+03	2.702964544296264648e+00
1.663990262700011954e+04	6.051280259158250374e+03	3.459964513778686523e+00
1.690914974500006065e+04	6.222114228923368501e+03	2.838128089904785156e+00
1.729114800899988040e+04	6.119166725757720997e+03	2.905051708221435547e+00
1.729414707199996337e+04	6.088224275712840608e+03	2.560440301895141602e+00
1.765214472200023010e+04	6.293010841891489690e+03	2.790174484252929688e+00
1.776586233799997717e+04	5.947471837678043812e+03	2.749985694885253906e+00
1.802915508100017905e+04	6.077360917216938105e+03	3.290427923202514648e+00
