jd	rv	rverr
1.222010565999988467e+04	5.984202942991192685e+03	2.484716892242431641e+00
1.223596666700020432e+04	5.965408014860804542e+03	2.601408481597900391e+00
1.223790321800019592e+04	5.959029951829314086e+03	2.378284931182861328e+00
1.223890817099995911e+04	5.984104744653242960e+03	2.264632463455200195e+00
1.224300268500018865e+04	5.955124510737259698e+03	2.657851219177246094e+00
1.230785856499988586e+04	6.081254262589965947e+03	2.857983827590942383e+00
1.233481468700012192e+04	6.151390664414953790e+03	2.474962949752807617e+00
1.253613091399986297e+04	5.988618003042938653e+03	2.240910291671752930e+00
1.253709064800012857e+04	5.991482953150552930e+03	2.628087043762207031e+00
1.253804892400000244e+04	6.004995339972549118e+03	2.675986528396606445e+00
1.257306518500018865e+04	6.091671766975559876e+03	2.214610338211059570e+00
1.257400208299979568e+04	6.099550885338569060e+03	2.432273626327514648e+00
1.257500512700015679e+04	6.117099595601473993e+03	2.312596797943115234e+00
1.260100292799994349e+04	6.233186607901345269e+03	2.518310785293579102e+00
1.260204458299977705e+04	6.195190716194854758e+03	2.139308452606201172e+00
1.265187018499989063e+04	6.167463182457919174e+03	2.191214323043823242e+00
1.271175175900012255e+04	5.980271515524378628e+03	3.191782712936401367e+00
1.271280894700018689e+04	6.002173183499777224e+03	2.820730924606323242e+00
1.292504451399995014e+04	6.100945692420064006e+03	2.286130666732788086e+00
1.307182591400016099e+04	6.006260469081345946e+03	2.332729101181030273e+00
1.330301804400002584e+04	6.125077739681662933e+03	2.383589506149291992e+00
1.333885441000014544e+04	5.924090865835773002e+03	2.894212007522583008e+00
1.334010457199998200e+04	5.957358429801497550e+03	3.209556102752685547e+00
1.336889458299987018e+04	6.019160172446281649e+03	2.919144392013549805e+00
1.374701027800003067e+04	5.973993153801980952e+03	2.794986009597778320e+00
1.511103549800021574e+04	6.093728743429004680e+03	4.009555339813232422e+00
1.544012813699990511e+04	6.112364452624446130e+03	2.640224456787109375e+00
1.552304341399995610e+04	6.108920303797240194e+03	3.350422620773315430e+00
1.599486752300010994e+04	5.937028482594861998e+03	5.113745689392089844e+00
1.616512660899991170e+04	6.152934339988656575e+03	3.002340793609619141e+00
1.658515415500011295e+04	6.262119323947001249e+03	2.828595399856567383e+00
1.658805866899993271e+04	6.311342127585172420e+03	2.707194328308105469e+00
1.663990262700011954e+04	6.051280259158250374e+03	3.338877439498901367e+00
1.690914974500006065e+04	6.237655829097770038e+03	2.791527271270751953e+00
1.729114800899988040e+04	6.135665906630587415e+03	2.970424413681030273e+00
1.729414707199996337e+04	6.114855489260808099e+03	2.783414125442504883e+00
1.765214472200023010e+04	6.309030141776514938e+03	2.898809432983398438e+00
1.776586233799997717e+04	5.952354626729327720e+03	2.778717517852783203e+00
1.802915508100017905e+04	6.099771359349120758e+03	3.672436237335205078e+00
