jd	rv	rverr
1.222010565999988467e+04	5.962798069656259031e+03	2.751892566680908203e+00
1.223596666700020432e+04	5.960274378929512750e+03	2.632593870162963867e+00
1.223790321800019592e+04	5.949142767521872884e+03	2.262574434280395508e+00
1.223890817099995911e+04	5.968144884572393494e+03	2.192598104476928711e+00
1.224300268500018865e+04	5.952457899338915013e+03	2.631014823913574219e+00
1.230785856499988586e+04	6.069527716268901713e+03	2.693124771118164062e+00
1.233481468700012192e+04	6.136924433908759966e+03	2.558706045150756836e+00
1.253613091399986297e+04	5.967298199519485934e+03	2.206116676330566406e+00
1.253709064800012857e+04	5.976412508855122724e+03	2.470011472702026367e+00
1.253804892400000244e+04	5.992788912663643714e+03	2.249513864517211914e+00
1.257306518500018865e+04	6.085947004918336461e+03	2.359498262405395508e+00
1.257400208299979568e+04	6.084140161797215114e+03	2.286684513092041016e+00
1.257500512700015679e+04	6.103021632439988025e+03	2.259757280349731445e+00
1.260100292799994349e+04	6.219938620721102779e+03	2.217383146286010742e+00
1.260204458299977705e+04	6.180085371463945194e+03	2.023662090301513672e+00
1.265187018499989063e+04	6.137990855334210210e+03	2.223669528961181641e+00
1.271175175900012255e+04	5.963595651196897961e+03	2.902744770050048828e+00
1.271280894700018689e+04	5.997860798440859071e+03	2.766480684280395508e+00
1.292504451399995014e+04	6.087290897038765252e+03	2.164977073669433594e+00
1.307182591400016099e+04	5.979923727957735537e+03	2.252796173095703125e+00
1.330301804400002584e+04	6.068838959822503966e+03	2.285322666168212891e+00
1.333885441000014544e+04	5.914205862805549259e+03	2.690816164016723633e+00
1.334010457199998200e+04	5.957358429801497550e+03	2.982618808746337891e+00
1.336889458299987018e+04	6.017507854954055801e+03	2.679784536361694336e+00
1.374701027800003067e+04	5.966077298779819102e+03	2.572002172470092773e+00
1.511103549800021574e+04	6.029422509781070403e+03	3.914452552795410156e+00
1.544012813699990511e+04	6.047683039295108756e+03	2.426932334899902344e+00
1.552304341399995610e+04	6.107762590914073371e+03	3.143348693847656250e+00
1.599486752300010994e+04	5.936480982013279572e+03	4.593663215637207031e+00
1.616512660899991170e+04	6.097737120000834693e+03	2.859716653823852539e+00
1.658515415500011295e+04	6.234508716928394279e+03	2.743485927581787109e+00
1.658805866899993271e+04	6.277797355896465888e+03	2.562194824218750000e+00
1.663990262700011954e+04	6.056223714982144884e+03	3.217651128768920898e+00
1.690914974500006065e+04	6.185752337708312552e+03	2.575569629669189453e+00
1.729114800899988040e+04	6.122634956533482182e+03	2.924335956573486328e+00
1.729414707199996337e+04	6.081623730852807057e+03	2.546932458877563477e+00
1.765214472200023010e+04	6.270388815869213431e+03	2.817497253417968750e+00
1.776586233799997717e+04	5.941025072861841181e+03	2.764005422592163086e+00
1.802915508100017905e+04	6.072946012128799339e+03	3.722797393798828125e+00
