jd	rv	rverr
1.222010565999988467e+04	5.958395161592816294e+03	2.665189504623413086e+00
1.223596666700020432e+04	5.954697398403772240e+03	2.664496660232543945e+00
1.223790321800019592e+04	5.960421061374749115e+03	2.313578367233276367e+00
1.223890817099995911e+04	5.962614801506828371e+03	2.218340158462524414e+00
1.224300268500018865e+04	5.955124510737259698e+03	2.506936073303222656e+00
1.230785856499988586e+04	6.072027459960110718e+03	2.814918041229248047e+00
1.233481468700012192e+04	6.145154392850236036e+03	2.677180528640747070e+00
1.253613091399986297e+04	5.967278568024528795e+03	2.361114263534545898e+00
1.253709064800012857e+04	5.968069123498338740e+03	2.654579877853393555e+00
1.253804892400000244e+04	5.987154673610944883e+03	2.673842191696166992e+00
1.257306518500018865e+04	6.083994761808709882e+03	2.509971857070922852e+00
1.257400208299979568e+04	6.075273269908240763e+03	2.223215341567993164e+00
1.257500512700015679e+04	6.103021632439988025e+03	2.316633462905883789e+00
1.260100292799994349e+04	6.216612172964476486e+03	2.536157131195068359e+00
1.260204458299977705e+04	6.181253990733199316e+03	2.103762865066528320e+00
1.265187018499989063e+04	6.130560334492933180e+03	2.217906475067138672e+00
1.271175175900012255e+04	5.968156701858606539e+03	3.107373237609863281e+00
1.271280894700018689e+04	6.006649164350004867e+03	2.718351364135742188e+00
1.292504451399995014e+04	6.087020418663800228e+03	2.118549585342407227e+00
1.307182591400016099e+04	5.986447928115157993e+03	2.317178964614868164e+00
1.330301804400002584e+04	6.068838959822503966e+03	2.660883903503417969e+00
1.333885441000014544e+04	5.922327848524761066e+03	3.410409450531005859e+00
1.334010457199998200e+04	5.957358429801497550e+03	3.529011249542236328e+00
1.336889458299987018e+04	6.015303674325812608e+03	3.099058389663696289e+00
1.374701027800003067e+04	5.968088436374317098e+03	3.128001928329467773e+00
1.511103549800021574e+04	6.050434753216861282e+03	4.234871864318847656e+00
1.544012813699990511e+04	6.057873966455081245e+03	3.098515748977661133e+00
1.552304341399995610e+04	6.112100060660992312e+03	3.473710536956787109e+00
1.599486752300010994e+04	5.927895474885357544e+03	5.657680034637451172e+00
1.616512660899991170e+04	6.100930509847195935e+03	3.278233528137207031e+00
1.658515415500011295e+04	6.240354539871186716e+03	3.259813547134399414e+00
1.658805866899993271e+04	6.277797355896465888e+03	3.090666532516479492e+00
1.663990262700011954e+04	6.047032221777247287e+03	3.990386724472045898e+00
1.690914974500006065e+04	6.211495771428773878e+03	3.474298954010009766e+00
1.729114800899988040e+04	6.113270733438926982e+03	3.309429168701171875e+00
1.729414707199996337e+04	6.092133124486528686e+03	3.184331655502319336e+00
1.765214472200023010e+04	6.296271851331592188e+03	3.748117685317993164e+00
1.776586233799997717e+04	5.966215552807676431e+03	3.071881294250488281e+00
1.802915508100017905e+04	6.094634451502002776e+03	4.385516643524169922e+00
