jd	rv	rverr
1.222010565999988467e+04	5.965471224886256095e+03	2.661944150924682617e+00
1.223596666700020432e+04	5.952978551956413867e+03	2.619665384292602539e+00
1.223790321800019592e+04	5.957314922617086268e+03	2.297659635543823242e+00
1.223890817099995911e+04	5.978402886006802873e+03	2.297892570495605469e+00
1.224300268500018865e+04	5.957816752142909536e+03	2.669248819351196289e+00
1.230785856499988586e+04	6.074097492039480130e+03	2.852448463439941406e+00
1.233481468700012192e+04	6.145154392850236036e+03	2.675938129425048828e+00
1.253613091399986297e+04	5.980835205931041855e+03	2.336839199066162109e+00
1.253709064800012857e+04	5.972691249922136194e+03	2.695270299911499023e+00
1.253804892400000244e+04	5.995367182334681274e+03	2.356246948242187500e+00
1.257306518500018865e+04	6.088361678798064531e+03	2.250859737396240234e+00
1.257400208299979568e+04	6.084140161797215114e+03	2.339728832244873047e+00
1.257500512700015679e+04	6.107288210677339521e+03	2.267195224761962891e+00
1.260100292799994349e+04	6.223016948194243014e+03	2.483476400375366211e+00
1.260204458299977705e+04	6.186752990598415636e+03	2.168543815612792969e+00
1.265187018499989063e+04	6.151382806810805050e+03	2.216465234756469727e+00
1.271175175900012255e+04	5.978293097088142531e+03	3.143678426742553711e+00
1.271280894700018689e+04	6.002173183499777224e+03	2.970982551574707031e+00
1.292504451399995014e+04	6.087936555095133372e+03	2.366028785705566406e+00
1.307182591400016099e+04	5.994119480088964337e+03	2.352689743041992188e+00
1.330301804400002584e+04	6.080983220730711764e+03	2.369816780090332031e+00
1.333885441000014544e+04	5.914205862805549259e+03	2.853597879409790039e+00
1.334010457199998200e+04	5.946581011729680540e+03	3.048886060714721680e+00
1.336889458299987018e+04	6.014798708649970649e+03	2.858145713806152344e+00
1.374701027800003067e+04	5.962103011689607229e+03	2.786552667617797852e+00
1.511103549800021574e+04	6.056729919266450452e+03	3.832712888717651367e+00
1.544012813699990511e+04	6.081833115411660401e+03	2.633466005325317383e+00
1.552304341399995610e+04	6.119616741952359007e+03	3.398033380508422852e+00
1.599486752300010994e+04	5.937028482594861998e+03	4.354276180267333984e+00
1.616512660899991170e+04	6.129921865344455000e+03	2.878863096237182617e+00
1.658515415500011295e+04	6.249963066014097421e+03	2.782577276229858398e+00
1.658805866899993271e+04	6.297242351651511854e+03	2.857879877090454102e+00
1.663990262700011954e+04	6.051280259158250374e+03	3.434947729110717773e+00
1.690914974500006065e+04	6.211495771428773878e+03	2.946426630020141602e+00
1.729114800899988040e+04	6.123673244488993078e+03	2.757186412811279297e+00
1.729414707199996337e+04	6.092133124486528686e+03	2.576045751571655273e+00
1.765214472200023010e+04	6.296271851331592188e+03	3.135846376419067383e+00
1.776586233799997717e+04	5.923278201420587720e+03	2.780915975570678711e+00
1.802915508100017905e+04	6.076920299219011213e+03	3.476238012313842773e+00
