jd	rv	rverr
1.222010565999988467e+04	5.953670515139798226e+03	2.482286930084228516e+00
1.223596666700020432e+04	5.946127705535676796e+03	2.506307363510131836e+00
1.223790321800019592e+04	5.959029951829314086e+03	2.295422315597534180e+00
1.223890817099995911e+04	5.968033639434303041e+03	2.336736679077148438e+00
1.224300268500018865e+04	5.954494666940718162e+03	2.636487007141113281e+00
1.230785856499988586e+04	6.069527716268901713e+03	2.763998270034790039e+00
1.233481468700012192e+04	6.145710618540688301e+03	2.396414756774902344e+00
1.253613091399986297e+04	5.970177485446532955e+03	2.235643148422241211e+00
1.253709064800012857e+04	5.976338345429729088e+03	2.556547403335571289e+00
1.253804892400000244e+04	5.991166042413853575e+03	2.239341020584106445e+00
1.257306518500018865e+04	6.082214839599262632e+03	2.372929334640502930e+00
1.257400208299979568e+04	6.072190034561361244e+03	2.107251882553100586e+00
1.257500512700015679e+04	6.103021632439988025e+03	2.210154771804809570e+00
1.260100292799994349e+04	6.213624368495860836e+03	2.409095287322998047e+00
1.260204458299977705e+04	6.181253990733199316e+03	2.059985637664794922e+00
1.265187018499989063e+04	6.130196061197617382e+03	2.170864105224609375e+00
1.271175175900012255e+04	5.968156701858606539e+03	3.069423198699951172e+00
1.271280894700018689e+04	5.999858848372052307e+03	2.544481277465820312e+00
1.292504451399995014e+04	6.091701439572469098e+03	2.236005783081054688e+00
1.307182591400016099e+04	5.989185431023070123e+03	2.331071138381958008e+00
1.330301804400002584e+04	6.074355409905459965e+03	2.481351613998413086e+00
1.333885441000014544e+04	5.924090865835773002e+03	2.792809247970581055e+00
1.334010457199998200e+04	5.950465321134672195e+03	3.000630378723144531e+00
1.336889458299987018e+04	6.014798708649970649e+03	2.992565155029296875e+00
1.374701027800003067e+04	5.966791667068537208e+03	2.570702075958251953e+00
1.511103549800021574e+04	6.033660731414594920e+03	4.128509044647216797e+00
1.544012813699990511e+04	6.046463705330548692e+03	2.663301467895507812e+00
1.552304341399995610e+04	6.109374554777776211e+03	3.168333053588867188e+00
1.599486752300010994e+04	5.914670391115898383e+03	4.872633934020996094e+00
1.616512660899991170e+04	6.100858527699019760e+03	2.913556337356567383e+00
1.658515415500011295e+04	6.245969147428928409e+03	2.679840564727783203e+00
1.658805866899993271e+04	6.264741321111359866e+03	2.628112316131591797e+00
1.663990262700011954e+04	6.051280259158250374e+03	3.356133460998535156e+00
1.690914974500006065e+04	6.185983553093363298e+03	2.744032859802246094e+00
1.729114800899988040e+04	6.111213789022862329e+03	2.932146787643432617e+00
1.729414707199996337e+04	6.084594630422987393e+03	2.516256809234619141e+00
1.765214472200023010e+04	6.276657806592193083e+03	2.829960107803344727e+00
1.776586233799997717e+04	5.934910952821301180e+03	2.891821146011352539e+00
1.802915508100017905e+04	6.064973443898983533e+03	3.556758642196655273e+00
