jd	rv	rverr
1.222010565999988467e+04	5.964761219151972909e+03	2.535588502883911133e+00
1.223596666700020432e+04	5.948865208443588926e+03	2.565248727798461914e+00
1.223790321800019592e+04	5.958989052881486714e+03	2.347765207290649414e+00
1.223890817099995911e+04	5.962614801506828371e+03	2.279471635818481445e+00
1.224300268500018865e+04	5.955124510737259698e+03	2.559910058975219727e+00
1.230785856499988586e+04	6.072684024402566138e+03	2.731287717819213867e+00
1.233481468700012192e+04	6.136920071354325046e+03	2.743443727493286133e+00
1.253613091399986297e+04	5.972668504028872121e+03	2.202021121978759766e+00
1.253709064800012857e+04	5.974191968647748581e+03	2.576638460159301758e+00
1.253804892400000244e+04	5.987154673610944883e+03	2.617931365966796875e+00
1.257306518500018865e+04	6.082881219789196621e+03	2.388699769973754883e+00
1.257400208299979568e+04	6.075273269908240763e+03	2.297032117843627930e+00
1.257500512700015679e+04	6.104817914228566224e+03	2.246611118316650391e+00
1.260100292799994349e+04	6.219087922606293432e+03	2.327287912368774414e+00
1.260204458299977705e+04	6.186722452717371198e+03	2.109716653823852539e+00
1.265187018499989063e+04	6.139351972317905165e+03	2.167355298995971680e+00
1.271175175900012255e+04	5.957728015481930925e+03	3.025435209274291992e+00
1.271280894700018689e+04	6.002173183499777224e+03	2.786463975906372070e+00
1.292504451399995014e+04	6.083981899499878637e+03	2.299044370651245117e+00
1.307182591400016099e+04	5.989185431023070123e+03	2.414977788925170898e+00
1.330301804400002584e+04	6.080983220730711764e+03	2.317360877990722656e+00
1.333885441000014544e+04	5.914626303989214648e+03	2.939131736755371094e+00
1.334010457199998200e+04	5.963563618165866501e+03	3.191808462142944336e+00
1.336889458299987018e+04	6.008371575328725157e+03	2.860218524932861328e+00
1.374701027800003067e+04	5.967273729333595838e+03	2.604845046997070312e+00
1.511103549800021574e+04	6.053730663092443137e+03	3.991939544677734375e+00
1.544012813699990511e+04	6.050184964263535221e+03	2.473810434341430664e+00
1.552304341399995610e+04	6.104890939457287459e+03	3.268436431884765625e+00
1.599486752300010994e+04	5.913736804466825561e+03	4.896492958068847656e+00
1.616512660899991170e+04	6.100930509847195935e+03	2.884319543838500977e+00
1.658515415500011295e+04	6.238829827096182271e+03	2.661780357360839844e+00
1.658805866899993271e+04	6.268974089551840734e+03	2.527908086776733398e+00
1.663990262700011954e+04	6.036489154676481121e+03	3.277355194091796875e+00
1.690914974500006065e+04	6.208047172147969832e+03	2.741867065429687500e+00
1.729114800899988040e+04	6.113270733438926982e+03	2.950757741928100586e+00
1.729414707199996337e+04	6.090889796472576563e+03	2.653784990310668945e+00
1.765214472200023010e+04	6.296671025062387343e+03	2.908835172653198242e+00
1.776586233799997717e+04	5.931293304556143994e+03	2.800294399261474609e+00
1.802915508100017905e+04	6.072946012128799339e+03	3.489454269409179688e+00
