jd	rv	rverr
1.222010565999988467e+04	5.964761219151972909e+03	2.494031906127929688e+00
1.223596666700020432e+04	5.949107330214726971e+03	2.665154933929443359e+00
1.223790321800019592e+04	5.945651088016024005e+03	2.277797937393188477e+00
1.223890817099995911e+04	5.968144884572393494e+03	2.299998283386230469e+00
1.224300268500018865e+04	5.954494666940718162e+03	2.601740598678588867e+00
1.230785856499988586e+04	6.070864839203204610e+03	2.801279067993164062e+00
1.233481468700012192e+04	6.133296969896124210e+03	2.627765417098999023e+00
1.253613091399986297e+04	5.961530902556522051e+03	2.456200361251831055e+00
1.253709064800012857e+04	5.963835264419249143e+03	2.546402215957641602e+00
1.253804892400000244e+04	5.984818525711045368e+03	2.628642320632934570e+00
1.257306518500018865e+04	6.077434570577199338e+03	2.381459236145019531e+00
1.257400208299979568e+04	6.075273269908240763e+03	2.200913190841674805e+00
1.257500512700015679e+04	6.097309958046069369e+03	2.287189245223999023e+00
1.260100292799994349e+04	6.207535333143321623e+03	2.500783920288085938e+00
1.260204458299977705e+04	6.177948265110138891e+03	2.108066558837890625e+00
1.265187018499989063e+04	6.131448114320439345e+03	2.239271163940429688e+00
1.271175175900012255e+04	5.968156701858606539e+03	3.164297103881835938e+00
1.271280894700018689e+04	5.993496062728721881e+03	2.858236074447631836e+00
1.292504451399995014e+04	6.087290897038765252e+03	2.164124965667724609e+00
1.307182591400016099e+04	5.988406715056436951e+03	2.302419185638427734e+00
1.330301804400002584e+04	6.068838959822503966e+03	2.776450634002685547e+00
1.333885441000014544e+04	5.909423412506268505e+03	3.237142086029052734e+00
1.334010457199998200e+04	5.947376905254401208e+03	3.594351768493652344e+00
1.336889458299987018e+04	6.015303674325812608e+03	3.254620552062988281e+00
1.374701027800003067e+04	5.960298004792159190e+03	3.124515533447265625e+00
1.511103549800021574e+04	6.042863539995058090e+03	4.724234104156494141e+00
1.544012813699990511e+04	6.035864879330911208e+03	3.342643260955810547e+00
1.552304341399995610e+04	6.104890939457287459e+03	3.607019424438476562e+00
1.599486752300010994e+04	5.924534126693251892e+03	6.126439571380615234e+00
1.616512660899991170e+04	6.105910365734656807e+03	3.165215969085693359e+00
1.658515415500011295e+04	6.241466991252091248e+03	3.418361902236938477e+00
1.658805866899993271e+04	6.268974089551840734e+03	3.131804704666137695e+00
1.663990262700011954e+04	6.040887291196010665e+03	3.903941869735717773e+00
1.690914974500006065e+04	6.197276025248153019e+03	3.541623830795288086e+00
1.729114800899988040e+04	6.110888778717460809e+03	3.389543056488037109e+00
1.729414707199996337e+04	6.084125655821233522e+03	2.892232894897460938e+00
1.765214472200023010e+04	6.270388815869213431e+03	3.690833330154418945e+00
1.776586233799997717e+04	5.931293304556143994e+03	3.161914825439453125e+00
1.802915508100017905e+04	6.071885911401113844e+03	4.281783580780029297e+00
