jd	rv	rverr
1.222010565999988467e+04	5.959258947370930400e+03	2.662544250488281250e+00
1.223596666700020432e+04	5.947960523717647447e+03	2.667962074279785156e+00
1.223790321800019592e+04	5.949142767521872884e+03	2.302133798599243164e+00
1.223890817099995911e+04	5.968144884572393494e+03	2.355935335159301758e+00
1.224300268500018865e+04	5.954916198762992281e+03	2.713893890380859375e+00
1.230785856499988586e+04	6.072027459960110718e+03	2.630676507949829102e+00
1.233481468700012192e+04	6.148068579212762415e+03	2.539255857467651367e+00
1.253613091399986297e+04	5.969736867448606063e+03	2.236491203308105469e+00
1.253709064800012857e+04	5.968014591567902244e+03	2.740127086639404297e+00
1.253804892400000244e+04	5.987154673610944883e+03	2.498947143554687500e+00
1.257306518500018865e+04	6.084966520809088252e+03	2.367462873458862305e+00
1.257400208299979568e+04	6.080594495680234104e+03	2.199525594711303711e+00
1.257500512700015679e+04	6.097309958046069369e+03	2.334809064865112305e+00
1.260100292799994349e+04	6.214825706923376856e+03	2.601494312286376953e+00
1.260204458299977705e+04	6.184883090703748167e+03	1.992739200592041016e+00
1.265187018499989063e+04	6.125857500812089711e+03	2.152053356170654297e+00
1.271175175900012255e+04	5.957156520850956440e+03	3.168301105499267578e+00
1.271280894700018689e+04	5.998068019776517758e+03	2.642109632492065430e+00
1.292504451399995014e+04	6.085340835206356132e+03	2.210611343383789062e+00
1.307182591400016099e+04	5.989390471081511350e+03	2.180622100830078125e+00
1.330301804400002584e+04	6.069254493132430071e+03	2.328054189682006836e+00
1.333885441000014544e+04	5.911054462545624119e+03	2.818289518356323242e+00
1.334010457199998200e+04	5.950465321134672195e+03	3.121865034103393555e+00
1.336889458299987018e+04	6.008719489044910006e+03	2.919426918029785156e+00
1.374701027800003067e+04	5.966077298779819102e+03	2.578711986541748047e+00
1.511103549800021574e+04	6.042863539995058090e+03	3.958722829818725586e+00
1.544012813699990511e+04	6.057873966455081245e+03	2.452288866043090820e+00
1.552304341399995610e+04	6.104890939457287459e+03	3.321020841598510742e+00
1.599486752300010994e+04	5.927895474885357544e+03	4.563897132873535156e+00
1.616512660899991170e+04	6.100930509847195935e+03	2.846829414367675781e+00
1.658515415500011295e+04	6.241792001557492767e+03	2.772182703018188477e+00
1.658805866899993271e+04	6.266921507690211001e+03	2.639369964599609375e+00
1.663990262700011954e+04	6.040887291196010665e+03	3.223628759384155273e+00
1.690914974500006065e+04	6.208047172147969832e+03	2.703423500061035156e+00
1.729114800899988040e+04	6.111213789022862329e+03	2.926369905471801758e+00
1.729414707199996337e+04	6.083575973962433636e+03	2.828645944595336914e+00
1.765214472200023010e+04	6.248120156756165670e+03	3.023005485534667969e+00
1.776586233799997717e+04	5.923568311290509882e+03	2.710848331451416016e+00
1.802915508100017905e+04	6.076920299219011213e+03	3.244770765304565430e+00
