jd	rv	rverr
1.222010565999988467e+04	5.962798069656259031e+03	2.606023073196411133e+00
1.223596666700020432e+04	5.949107330214726971e+03	2.479058265686035156e+00
1.223790321800019592e+04	5.960421061374749115e+03	2.184290409088134766e+00
1.223890817099995911e+04	5.972714660342971911e+03	2.232912540435791016e+00
1.224300268500018865e+04	5.956076092923376564e+03	2.478544712066650391e+00
1.230785856499988586e+04	6.072173605533680529e+03	2.679000139236450195e+00
1.233481468700012192e+04	6.137173099511550390e+03	2.587017297744750977e+00
1.253613091399986297e+04	5.969736867448606063e+03	2.201318979263305664e+00
1.253709064800012857e+04	5.968505378941830713e+03	2.485294342041015625e+00
1.253804892400000244e+04	5.990858482326191734e+03	2.478016853332519531e+00
1.257306518500018865e+04	6.084763662027864484e+03	2.382967948913574219e+00
1.257400208299979568e+04	6.076651837109675398e+03	2.292634963989257812e+00
1.257500512700015679e+04	6.106885765030718176e+03	2.269324779510498047e+00
1.260100292799994349e+04	6.216612172964476486e+03	2.529113054275512695e+00
1.260204458299977705e+04	6.186752990598415636e+03	1.908596038818359375e+00
1.265187018499989063e+04	6.137990855334210210e+03	2.138305425643920898e+00
1.271175175900012255e+04	5.954918530425842619e+03	2.973695039749145508e+00
1.271280894700018689e+04	6.002173183499777224e+03	2.743260622024536133e+00
1.292504451399995014e+04	6.087020418663800228e+03	2.193165063858032227e+00
1.307182591400016099e+04	5.989390471081511350e+03	2.103344440460205078e+00
1.330301804400002584e+04	6.069530424700438743e+03	2.315721273422241211e+00
1.333885441000014544e+04	5.922327848524761066e+03	2.559286594390869141e+00
1.334010457199998200e+04	5.950712896098853889e+03	3.001561880111694336e+00
1.336889458299987018e+04	6.016398675488977460e+03	2.726851224899291992e+00
1.374701027800003067e+04	5.968088436374317098e+03	2.592578887939453125e+00
1.511103549800021574e+04	6.050434753216861282e+03	4.009170055389404297e+00
1.544012813699990511e+04	6.047683039295108756e+03	2.456131696701049805e+00
1.552304341399995610e+04	6.109374554777776211e+03	3.133784294128417969e+00
1.599486752300010994e+04	5.927895474885357544e+03	4.724826335906982422e+00
1.616512660899991170e+04	6.111764913786319084e+03	2.761777162551879883e+00
1.658515415500011295e+04	6.244579673841406475e+03	2.615763187408447266e+00
1.658805866899993271e+04	6.295443888585716195e+03	2.572185277938842773e+00
1.663990262700011954e+04	6.037536576730340130e+03	3.218554496765136719e+00
1.690914974500006065e+04	6.211495771428773878e+03	2.591489553451538086e+00
1.729114800899988040e+04	6.113270733438926982e+03	2.915130615234375000e+00
1.729414707199996337e+04	6.092133124486528686e+03	2.358835458755493164e+00
1.765214472200023010e+04	6.293010841891489690e+03	2.656404256820678711e+00
1.776586233799997717e+04	5.941025072861841181e+03	2.843399286270141602e+00
1.802915508100017905e+04	6.094634451502002776e+03	3.228756904602050781e+00
