jd	rv	rverr
1.222010565999988467e+04	5.980868860764305282e+03	2.716686010360717773e+00
1.223596666700020432e+04	5.963347798528913700e+03	2.573330163955688477e+00
1.223790321800019592e+04	5.961797447298966290e+03	2.281263589859008789e+00
1.223890817099995911e+04	5.986623029200800374e+03	2.134960889816284180e+00
1.224300268500018865e+04	5.968434118998895428e+03	2.534329175949096680e+00
1.230785856499988586e+04	6.092935002089463524e+03	2.666395187377929688e+00
1.233481468700012192e+04	6.150415633498749230e+03	2.543290138244628906e+00
1.253613091399986297e+04	5.982024002014557482e+03	2.175948143005371094e+00
1.253709064800012857e+04	5.987454134129904560e+03	2.647078514099121094e+00
1.253804892400000244e+04	5.999775543591167661e+03	2.658422708511352539e+00
1.257306518500018865e+04	6.088361678798064531e+03	2.250409603118896484e+00
1.257400208299979568e+04	6.084140161797215114e+03	2.362529754638671875e+00
1.257500512700015679e+04	6.107288210677339521e+03	2.264008998870849609e+00
1.260100292799994349e+04	6.227974445990224922e+03	2.440690755844116211e+00
1.260204458299977705e+04	6.190014000038518134e+03	2.031788587570190430e+00
1.265187018499989063e+04	6.151382806810805050e+03	2.219421863555908203e+00
1.271175175900012255e+04	5.980271515524378628e+03	3.020056486129760742e+00
1.271280894700018689e+04	6.010158839392897789e+03	2.754528522491455078e+00
1.292504451399995014e+04	6.111212964282647590e+03	2.182048082351684570e+00
1.307182591400016099e+04	5.994119480088964337e+03	2.175318241119384766e+00
1.330301804400002584e+04	6.088417013487814984e+03	2.238333463668823242e+00
1.333885441000014544e+04	5.920166748121562705e+03	2.807178258895874023e+00
1.334010457199998200e+04	5.957358429801497550e+03	3.015927314758300781e+00
1.336889458299987018e+04	6.017537302196491510e+03	2.647953510284423828e+00
1.374701027800003067e+04	5.968088436374317098e+03	2.715280771255493164e+00
1.511103549800021574e+04	6.053379477460432099e+03	3.708432197570800781e+00
1.544012813699990511e+04	6.072298752694143332e+03	2.549839973449707031e+00
1.552304341399995610e+04	6.108836324624367990e+03	3.005685329437255859e+00
1.599486752300010994e+04	5.938834580130918766e+03	4.808188438415527344e+00
1.616512660899991170e+04	6.131686518613380031e+03	2.830702066421508789e+00
1.658515415500011295e+04	6.256838451803530916e+03	2.761566162109375000e+00
1.658805866899993271e+04	6.297242351651511854e+03	2.600187778472900391e+00
1.663990262700011954e+04	6.063217980379929941e+03	3.144879579544067383e+00
1.690914974500006065e+04	6.219727911647467408e+03	2.599627494812011719e+00
1.729114800899988040e+04	6.123673244488993078e+03	2.888983011245727539e+00
1.729414707199996337e+04	6.090889796472576563e+03	2.535555839538574219e+00
1.765214472200023010e+04	6.293010841891489690e+03	2.767323732376098633e+00
1.776586233799997717e+04	5.937744431926781544e+03	2.744425535202026367e+00
1.802915508100017905e+04	6.084129420422716066e+03	3.254144668579101562e+00
