jd	rv	rverr
1.222010565999988467e+04	5.965471224886256095e+03	2.758233308792114258e+00
1.223596666700020432e+04	5.965408014860804542e+03	2.693380355834960938e+00
1.223790321800019592e+04	5.972551143981043424e+03	2.302474498748779297e+00
1.223890817099995911e+04	5.984660425024390861e+03	2.392202138900756836e+00
1.224300268500018865e+04	5.968230714898367296e+03	2.610318660736083984e+00
1.230785856499988586e+04	6.080741662443862879e+03	2.786356925964355469e+00
1.233481468700012192e+04	6.150415633498749230e+03	2.599860906600952148e+00
1.253613091399986297e+04	5.991950994631217327e+03	2.186938285827636719e+00
1.253709064800012857e+04	5.987454134129904560e+03	2.519663095474243164e+00
1.253804892400000244e+04	6.000152904549788218e+03	2.252793312072753906e+00
1.257306518500018865e+04	6.093259736789870658e+03	2.236866950988769531e+00
1.257400208299979568e+04	6.096830832648396608e+03	2.154110908508300781e+00
1.257500512700015679e+04	6.111547154444429907e+03	2.205993890762329102e+00
1.260100292799994349e+04	6.233186607901345269e+03	2.419576168060302734e+00
1.260204458299977705e+04	6.190014000038518134e+03	2.130625009536743164e+00
1.265187018499989063e+04	6.159925779032986611e+03	2.314612865447998047e+00
1.271175175900012255e+04	5.981791865744948154e+03	3.181079387664794922e+00
1.271280894700018689e+04	6.009986518492718460e+03	2.815145730972290039e+00
1.292504451399995014e+04	6.109151657312148018e+03	2.209043979644775391e+00
1.307182591400016099e+04	6.002580654415491153e+03	2.223592042922973633e+00
1.330301804400002584e+04	6.088417013487814984e+03	2.208537578582763672e+00
1.333885441000014544e+04	5.920166748121562705e+03	2.673247098922729492e+00
1.334010457199998200e+04	5.957358429801497550e+03	2.974879026412963867e+00
1.336889458299987018e+04	6.016398675488977460e+03	2.988668680191040039e+00
1.374701027800003067e+04	5.968842067652949481e+03	2.733654022216796875e+00
1.511103549800021574e+04	6.068004941203500493e+03	3.822844505310058594e+00
1.544012813699990511e+04	6.076975411048377282e+03	2.520860433578491211e+00
1.552304341399995610e+04	6.119616741952359007e+03	3.235019683837890625e+00
1.599486752300010994e+04	5.936406818587885937e+03	4.743353843688964844e+00
1.616512660899991170e+04	6.111764913786319084e+03	2.800724744796752930e+00
1.658515415500011295e+04	6.241466991252091248e+03	2.673030138015747070e+00
1.658805866899993271e+04	6.297242351651511854e+03	2.541281223297119141e+00
1.663990262700011954e+04	6.042794954452505408e+03	3.075788497924804688e+00
1.690914974500006065e+04	6.211480502488251659e+03	2.749002456665039062e+00
1.729114800899988040e+04	6.113270733438926982e+03	2.832825660705566406e+00
1.729414707199996337e+04	6.088224275712840608e+03	2.519132614135742188e+00
1.765214472200023010e+04	6.296671025062387343e+03	2.863454580307006836e+00
1.776586233799997717e+04	5.954253428547126532e+03	2.739961862564086914e+00
1.802915508100017905e+04	6.076920299219011213e+03	3.338031053543090820e+00
