jd	rv	rverr
1.222010565999988467e+04	5.965471224886256095e+03	2.686725139617919922e+00
1.223596666700020432e+04	5.954697398403772240e+03	2.644262790679931641e+00
1.223790321800019592e+04	5.967404420386446873e+03	2.295965433120727539e+00
1.223890817099995911e+04	5.972714115023667546e+03	2.216766119003295898e+00
1.224300268500018865e+04	5.968230714898367296e+03	2.618755102157592773e+00
1.230785856499988586e+04	6.081254262589965947e+03	2.765203475952148438e+00
1.233481468700012192e+04	6.147100092128210235e+03	2.663243770599365234e+00
1.253613091399986297e+04	5.984248904776366544e+03	2.335761785507202148e+00
1.253709064800012857e+04	5.989958240375548485e+03	2.554332017898559570e+00
1.253804892400000244e+04	5.997197273920130101e+03	2.461906671524047852e+00
1.257306518500018865e+04	6.084763662027864484e+03	2.290069818496704102e+00
1.257400208299979568e+04	6.083421430954062089e+03	2.371589422225952148e+00
1.257500512700015679e+04	6.104817914228566224e+03	2.213616371154785156e+00
1.260100292799994349e+04	6.223016948194243014e+03	2.411493778228759766e+00
1.260204458299977705e+04	6.186722452717371198e+03	2.109376907348632812e+00
1.265187018499989063e+04	6.150822218565917865e+03	2.223214626312255859e+00
1.271175175900012255e+04	5.968156701858606539e+03	2.987206220626831055e+00
1.271280894700018689e+04	6.015422261318628443e+03	2.861623525619506836e+00
1.292504451399995014e+04	6.109151657312148018e+03	2.147258281707763672e+00
1.307182591400016099e+04	5.997810201140906429e+03	2.255046129226684570e+00
1.330301804400002584e+04	6.069530424700438743e+03	2.773736953735351562e+00
1.333885441000014544e+04	5.922327848524761066e+03	3.335997343063354492e+00
1.334010457199998200e+04	5.963563618165866501e+03	3.573566436767578125e+00
1.336889458299987018e+04	6.015723570190173632e+03	3.259438991546630859e+00
1.374701027800003067e+04	5.967273729333595838e+03	3.184543371200561523e+00
1.511103549800021574e+04	6.053165712293121032e+03	4.449703693389892578e+00
1.544012813699990511e+04	6.050184964263535221e+03	3.115478992462158203e+00
1.552304341399995610e+04	6.104535391270841501e+03	3.446445465087890625e+00
1.599486752300010994e+04	5.936480982013279572e+03	6.108948707580566406e+00
1.616512660899991170e+04	6.111764913786319084e+03	3.233858585357666016e+00
1.658515415500011295e+04	6.241462628697656328e+03	3.438179254531860352e+00
1.658805866899993271e+04	6.288698288790721563e+03	3.196223735809326172e+00
1.663990262700011954e+04	6.063217980379929941e+03	3.832521677017211914e+00
1.690914974500006065e+04	6.208461614819287206e+03	3.473436594009399414e+00
1.729114800899988040e+04	6.113558662031631684e+03	3.417594909667968750e+00
1.729414707199996337e+04	6.088224275712840608e+03	3.141188383102416992e+00
1.765214472200023010e+04	6.293010841891489690e+03	3.508723497390747070e+00
1.776586233799997717e+04	5.967645380023721373e+03	3.184051513671875000e+00
1.802915508100017905e+04	6.085490537406411022e+03	4.455181598663330078e+00
