jd	rv	rverr
1.222010565999988467e+04	5.981727193349375739e+03	2.557224273681640625e+00
1.223596666700020432e+04	5.963347798528913700e+03	2.553692817687988281e+00
1.223790321800019592e+04	5.966757671691470023e+03	2.278439760208129883e+00
1.223890817099995911e+04	5.984660425024390861e+03	2.274562597274780273e+00
1.224300268500018865e+04	5.968230714898367296e+03	2.696820497512817383e+00
1.230785856499988586e+04	6.078983553006590228e+03	2.729054212570190430e+00
1.233481468700012192e+04	6.152247906361415517e+03	2.668438434600830078e+00
1.253613091399986297e+04	5.986678847596616833e+03	2.206801176071166992e+00
1.253709064800012857e+04	5.977860876927516074e+03	2.504792928695678711e+00
1.253804892400000244e+04	6.000152904549788218e+03	2.248642683029174805e+00
1.257306518500018865e+04	6.086388713554872083e+03	2.289433717727661133e+00
1.257400208299979568e+04	6.079939021876387415e+03	2.461419820785522461e+00
1.257500512700015679e+04	6.111547154444429907e+03	2.172389984130859375e+00
1.260100292799994349e+04	6.225046081325785053e+03	2.641549110412597656e+00
1.260204458299977705e+04	6.195183081724593649e+03	1.986892104148864746e+00
1.265187018499989063e+04	6.139351972317905165e+03	2.288809299468994141e+00
1.271175175900012255e+04	5.981791865744948154e+03	2.833277940750122070e+00
1.271280894700018689e+04	6.003584469859473757e+03	2.587276697158813477e+00
1.292504451399995014e+04	6.110493142800885835e+03	2.138153076171875000e+00
1.307182591400016099e+04	5.997810201140906429e+03	2.254354238510131836e+00
1.330301804400002584e+04	6.099988689126439567e+03	2.139455795288085938e+00
1.333885441000014544e+04	5.911054462545624119e+03	2.736105918884277344e+00
1.334010457199998200e+04	5.953443037196157093e+03	2.980963468551635742e+00
1.336889458299987018e+04	6.014713638838489715e+03	2.731024265289306641e+00
1.374701027800003067e+04	5.966077298779819102e+03	2.721634626388549805e+00
1.511103549800021574e+04	6.062455771962282597e+03	3.951005935668945312e+00
1.544012813699990511e+04	6.076975411048377282e+03	2.484255790710449219e+00
1.552304341399995610e+04	6.104535391270841501e+03	2.989105224609375000e+00
1.599486752300010994e+04	5.927895474885357544e+03	4.623308181762695312e+00
1.616512660899991170e+04	6.113045323512968025e+03	2.848879814147949219e+00
1.658515415500011295e+04	6.245969147428928409e+03	2.746545076370239258e+00
1.658805866899993271e+04	6.269448517346638255e+03	2.474467039108276367e+00
1.663990262700011954e+04	6.047032221777247287e+03	3.186583995819091797e+00
1.690914974500006065e+04	6.219943858091995935e+03	2.640470504760742188e+00
1.729114800899988040e+04	6.111706757674008259e+03	2.777886867523193359e+00
1.729414707199996337e+04	6.090889796472576563e+03	2.391474246978759766e+00
1.765214472200023010e+04	6.294806033041459159e+03	2.826504707336425781e+00
1.776586233799997717e+04	5.934910952821301180e+03	2.686789751052856445e+00
1.802915508100017905e+04	6.094479580819563125e+03	3.199416637420654297e+00
