jd	rv	rverr
1.222010565999988467e+04	5.981727193349375739e+03	2.477741241455078125e+00
1.223596666700020432e+04	5.963347798528913700e+03	2.576676845550537109e+00
1.223790321800019592e+04	5.966757671691470023e+03	2.373597145080566406e+00
1.223890817099995911e+04	5.984104744653242960e+03	2.365652799606323242e+00
1.224300268500018865e+04	5.971144355941589311e+03	2.735115289688110352e+00
1.230785856499988586e+04	6.078983553006590228e+03	2.964178085327148438e+00
1.233481468700012192e+04	6.152247906361415517e+03	2.756412029266357422e+00
1.253613091399986297e+04	5.988618003042938653e+03	2.281788349151611328e+00
1.253709064800012857e+04	5.989958240375548485e+03	2.572598218917846680e+00
1.253804892400000244e+04	6.000152904549788218e+03	2.638329029083251953e+00
1.257306518500018865e+04	6.084966520809088252e+03	2.445626497268676758e+00
1.257400208299979568e+04	6.084140161797215114e+03	2.335729837417602539e+00
1.257500512700015679e+04	6.114178865407295234e+03	2.302276372909545898e+00
1.260100292799994349e+04	6.222471083570573683e+03	2.403321027755737305e+00
1.260204458299977705e+04	6.186752990598415636e+03	2.108384370803833008e+00
1.265187018499989063e+04	6.146954814059361524e+03	2.307307720184326172e+00
1.271175175900012255e+04	5.987332309877296211e+03	3.131084203720092773e+00
1.271280894700018689e+04	6.016678676995885326e+03	2.813150882720947266e+00
1.292504451399995014e+04	6.110493142800885835e+03	2.268421173095703125e+00
1.307182591400016099e+04	6.002580654415491153e+03	2.337269067764282227e+00
1.330301804400002584e+04	6.077495358459993440e+03	2.370300292968750000e+00
1.333885441000014544e+04	5.911370202422851435e+03	2.863424777984619141e+00
1.334010457199998200e+04	5.950712896098853889e+03	3.057124376296997070e+00
1.336889458299987018e+04	6.014713638838489715e+03	2.779560804367065430e+00
1.374701027800003067e+04	5.967273729333595838e+03	2.982262849807739258e+00
1.511103549800021574e+04	6.079070560527674388e+03	3.869868278503417969e+00
1.544012813699990511e+04	6.105214225905612693e+03	2.600393533706665039e+00
1.552304341399995610e+04	6.107762590914073371e+03	3.329606056213378906e+00
1.599486752300010994e+04	5.930678784614836331e+03	4.905971050262451172e+00
1.616512660899991170e+04	6.133001828775508329e+03	2.966815471649169922e+00
1.658515415500011295e+04	6.261909921334125102e+03	2.933126449584960938e+00
1.658805866899993271e+04	6.309253554649454600e+03	2.694540500640869141e+00
1.663990262700011954e+04	6.046283362042528097e+03	3.192586421966552734e+00
1.690914974500006065e+04	6.222114228923368501e+03	3.161907911300659180e+00
1.729114800899988040e+04	6.130044755241193343e+03	3.018634557723999023e+00
1.729414707199996337e+04	6.118611648629273986e+03	2.617164611816406250e+00
1.765214472200023010e+04	6.312912815223593498e+03	3.215578079223632812e+00
1.776586233799997717e+04	5.931293304556143994e+03	2.873293161392211914e+00
1.802915508100017905e+04	6.099771359349120758e+03	3.779467821121215820e+00
