jd	rv	rverr
1.222010565999988467e+04	5.965006612838937144e+03	2.591423988342285156e+00
1.223596666700020432e+04	5.965408014860804542e+03	2.528685808181762695e+00
1.223790321800019592e+04	5.961797447298966290e+03	2.326852321624755859e+00
1.223890817099995911e+04	5.972714660342971911e+03	2.295908927917480469e+00
1.224300268500018865e+04	5.955124510737259698e+03	2.650290727615356445e+00
1.230785856499988586e+04	6.072173605533680529e+03	2.761722087860107422e+00
1.233481468700012192e+04	6.145154392850236036e+03	2.539808273315429688e+00
1.253613091399986297e+04	5.984248904776366544e+03	2.312215805053710938e+00
1.253709064800012857e+04	5.976338345429729088e+03	2.630789518356323242e+00
1.253804892400000244e+04	6.003972320957560441e+03	2.490152359008789062e+00
1.257306518500018865e+04	6.088361678798064531e+03	2.297730207443237305e+00
1.257400208299979568e+04	6.080594495680234104e+03	2.402119159698486328e+00
1.257500512700015679e+04	6.097309958046069369e+03	2.200644254684448242e+00
1.260100292799994349e+04	6.219938620721102779e+03	2.405781030654907227e+00
1.260204458299977705e+04	6.184883090703748167e+03	2.012436389923095703e+00
1.265187018499989063e+04	6.131448114320439345e+03	2.235517978668212891e+00
1.271175175900012255e+04	5.958360585874994285e+03	3.017153978347778320e+00
1.271280894700018689e+04	5.999858848372052307e+03	2.656698226928710938e+00
1.292504451399995014e+04	6.096393366867225268e+03	2.160321474075317383e+00
1.307182591400016099e+04	5.990040491692314390e+03	2.326709508895874023e+00
1.330301804400002584e+04	6.080983220730711764e+03	2.260545969009399414e+00
1.333885441000014544e+04	5.926258510070623743e+03	2.598361492156982422e+00
1.334010457199998200e+04	5.963563618165866501e+03	3.076145410537719727e+00
1.336889458299987018e+04	6.027563542926545779e+03	2.772578239440917969e+00
1.374701027800003067e+04	5.976135168029526540e+03	2.629251956939697266e+00
1.511103549800021574e+04	6.050434753216861282e+03	4.143005847930908203e+00
1.544012813699990511e+04	6.072298752694143332e+03	2.521573543548583984e+00
1.552304341399995610e+04	6.123535406473525654e+03	3.135750532150268555e+00
1.599486752300010994e+04	5.936633671418501763e+03	4.528614044189453125e+00
1.616512660899991170e+04	6.113045323512968025e+03	2.894543886184692383e+00
1.658515415500011295e+04	6.241466991252091248e+03	2.699796438217163086e+00
1.658805866899993271e+04	6.269448517346638255e+03	2.570747852325439453e+00
1.663990262700011954e+04	6.067036851468397799e+03	3.408413410186767578e+00
1.690914974500006065e+04	6.208461614819287206e+03	2.681833028793334961e+00
1.729114800899988040e+04	6.122634956533482182e+03	2.793513536453247070e+00
1.729414707199996337e+04	6.092133124486528686e+03	2.708200216293334961e+00
1.765214472200023010e+04	6.293010841891489690e+03	2.878418684005737305e+00
1.776586233799997717e+04	5.947471837678043812e+03	2.731410503387451172e+00
1.802915508100017905e+04	6.076920299219011213e+03	3.673341512680053711e+00
