jd	rv	rverr
1.222010565999988467e+04	5.964761219151972909e+03	2.683098316192626953e+00
1.223596666700020432e+04	5.952978551956413867e+03	2.667211294174194336e+00
1.223790321800019592e+04	5.949029341106564971e+03	2.335384368896484375e+00
1.223890817099995911e+04	5.972714115023667546e+03	2.276947498321533203e+00
1.224300268500018865e+04	5.954916198762992281e+03	2.649524450302124023e+00
1.230785856499988586e+04	6.072027459960110718e+03	2.824237108230590820e+00
1.233481468700012192e+04	6.145710618540688301e+03	2.767193317413330078e+00
1.253613091399986297e+04	5.972668504028872121e+03	2.361331701278686523e+00
1.253709064800012857e+04	5.974191968647748581e+03	2.517599582672119141e+00
1.253804892400000244e+04	5.983586104083180544e+03	2.396054267883300781e+00
1.257306518500018865e+04	6.087862166315266222e+03	2.409569978713989258e+00
1.257400208299979568e+04	6.083421430954062089e+03	2.402478218078613281e+00
1.257500512700015679e+04	6.101366043031935988e+03	2.248642683029174805e+00
1.260100292799994349e+04	6.219938620721102779e+03	2.402600049972534180e+00
1.260204458299977705e+04	6.184883090703748167e+03	2.117613554000854492e+00
1.265187018499989063e+04	6.146954814059361524e+03	2.208916425704956055e+00
1.271175175900012255e+04	5.968156701858606539e+03	2.953240633010864258e+00
1.271280894700018689e+04	5.999858848372052307e+03	2.827465534210205078e+00
1.292504451399995014e+04	6.091701439572469098e+03	2.292024850845336914e+00
1.307182591400016099e+04	5.991157305627653841e+03	2.379393815994262695e+00
1.330301804400002584e+04	6.098640659806049371e+03	2.353305578231811523e+00
1.333885441000014544e+04	5.920166748121562705e+03	2.773488759994506836e+00
1.334010457199998200e+04	5.950465321134672195e+03	3.085282802581787109e+00
1.336889458299987018e+04	6.009041227434485336e+03	2.944536685943603516e+00
1.374701027800003067e+04	5.962103011689607229e+03	2.615994215011596680e+00
1.511103549800021574e+04	6.062455771962282597e+03	4.142422676086425781e+00
1.544012813699990511e+04	6.105214225905612693e+03	2.457378625869750977e+00
1.552304341399995610e+04	6.104535391270841501e+03	3.285971879959106445e+00
1.599486752300010994e+04	5.937028482594861998e+03	4.662860870361328125e+00
1.616512660899991170e+04	6.111764913786319084e+03	2.876990795135498047e+00
1.658515415500011295e+04	6.256838451803530916e+03	2.852056980133056641e+00
1.658805866899993271e+04	6.288698288790721563e+03	2.749075889587402344e+00
1.663990262700011954e+04	6.056223714982144884e+03	3.421458482742309570e+00
1.690914974500006065e+04	6.219727911647467408e+03	2.817208051681518555e+00
1.729114800899988040e+04	6.119166725757720997e+03	2.990109443664550781e+00
1.729414707199996337e+04	6.098463190971597214e+03	2.842144012451171875e+00
1.765214472200023010e+04	6.296671025062387343e+03	2.960583925247192383e+00
1.776586233799997717e+04	5.934910952821301180e+03	2.820198059082031250e+00
1.802915508100017905e+04	6.085490537406411022e+03	3.699426651000976562e+00
