"data...1.","bfp_output.res"
15110.97566,-4.18569767636654
15171.9037270001,-5.26981929098838
15188.7847449998,15.798554136938
15231.7590390001,-9.30042435616997
15255.709942,8.69608166503895
15255.7105669999,4.56701158700525
15260.7145489999,13.4584524578277
15261.7205670001,-1.17601490233938
15426.1442010002,-14.2229718537601
15427.147477,-2.59559822636584
15434.1467940002,7.58466958272402
15435.1457179999,4.64859687403441
15436.1439350001,-3.88821720462147
15437.1485529998,6.61122267868268
15438.1501389998,-9.44518733252335
15439.1476389999,-3.62880962702184
15439.1481599999,-5.43056097270528
15439.1486920002,3.32077677313646
15440.1501270002,-11.6250737261144
15441.1484949999,-6.1134782803274
15456.0133560002,5.33324876862025
15465.0704399999,-0.614097017980384
15469.1245949999,5.65802301529402
15486.9994910001,-8.86891986878618
15500.9818750001,0.434333761390008
15521.888206,-19.0670877607481
15542.9469790002,-5.29526656562666
15613.7048379998,21.7750067271154
15791.138299,12.8526182537607
15792.1340049999,-16.8225625091618
15793.1378589999,-4.83162192312739
15795.139641,-6.08621643106744
15797.1372219999,0.646701153360482
15798.1408099998,2.05529940590714
15807.1097110002,-3.6947335346922
15809.1346530002,10.8573785269655
15870.9851500001,5.42366914124432
15902.8967940002,-3.6938000303162
15902.898542,1.39768519316203
15902.8995019998,0.015659121749195
15960.6989239999,-4.74091197738744
16138.1307870001,-14.6757281763312
16149.13228,-1.16934838262387
16149.132801,-13.652733322182
16149.1333329999,2.82793712953935
16173.1296179998,-9.20197698174525
16202.9935070002,15.9855115364189
16202.994225,-0.976536982558173
16202.9949770002,3.63024063064222
16327.7014930001,23.0845104072723
16343.7037729998,4.47648247973484
16530.1163659999,-3.43321840095814
16532.1207409999,-3.38740185805
16587.961875,-5.41635784098253
16613.905243,-7.1498847676412
16637.8106129998,1.67205780926452
16638.7869099998,7.1992680815456
16674.8042009999,4.37383948524075
16708.783727,-6.50225246811897
16884.1306250002,-4.13866576842702
16889.146042,6.78696503323226
16890.1462039999,-1.46420897552161
16894.1388190002,-7.8885406313675
16896.1099769999,1.05787161828266
16911.0197689999,-6.1067132982098
16911.0203129998,-1.52123774900247
16911.0208680001,14.5068030904222
17234.1393519999,3.36411501994007
17241.1373840002,-4.49113944959026
17241.1379169999,-3.60216223452153
17241.1384609998,2.73527998938516
17243.1432059999,0.296691159550392
17245.1453820001,-2.29920915060939
17246.1423960002,-2.81459539587013
17247.1466669999,-11.7540700737009
17254.1481710002,2.85091294838639
17255.1516320002,-0.61184001944639
17256.1507870001,-3.10227300537736
17291.0432870002,5.0577180130058
17326.9781129998,8.30388788235723
17353.8766899998,-11.7696809903719
17378.7861810001,3.79138365684048
17384.7780670002,11.7491226570382
17401.7489470001,11.229028318292
17672.9905090001,7.40779441719133
17678.9750689999,-11.1086918740475
17703.9552199999,-11.5006605821582
17703.9557409999,-1.38888682617471
17703.9562960002,-1.0438743704326
17712.9878699998,-2.90207845813711
17789.7497220002,-1.38553771278021
17790.7369329999,1.37620835777852
17803.7051499998,6.92914629079678
17804.7083450002,9.16674077356583
17806.793356,-5.26825752820514
17828.7575929998,-5.4066443817137
17829.7219099998,-8.68412605720732
17830.7230210002,5.34077519274069
18000.1515279999,1.16715787829526
18001.1496299999,9.05748714874062
18003.1490620002,-4.03742154824431
18029.934225,7.65639453095355
18065.898947,2.36785569015046
18091.904873,-6.1813853995227
