"bfp_output.P","bfp_output.logBF"
10000,12.726881051593
9908.2280990038,12.7341183760988
9817.29840618883,12.7416071776853
9727.20319245055,12.7494644187904
9637.93479961579,12.757403539832
9549.48563979196,12.7655295004693
9461.84819472201,12.7738253326874
9375.01501514529,12.7822930251584
9288.9787201645,12.7909221964176
9203.73199661823,12.7997555135505
9119.2675984593,12.8087690114943
9035.57834613892,12.817993954212
8952.6571259964,12.8273922577517
8870.49688965441,12.8369878637296
8789.09065341995,12.8467811887051
8708.43149769073,12.8567798648068
8628.51256636689,12.8670031153962
8549.32706626839,12.877429944884
8470.86826655741,12.8880678729027
8393.12949816637,12.8989309984231
8316.10415323097,12.9100128761314
8239.78568452852,12.9213417266296
8164.16760492147,12.9328940319732
8089.24348680595,12.9446857713812
8015.00696156541,12.9567197510489
7941.45171902934,12.9690014497208
7868.57150693686,12.9815414769008
7796.36013040524,12.9943399517849
7724.8114514034,13.0073985680445
7653.91938823016,13.0207374660212
7583.67791499719,13.0343429418558
7514.08106111696,13.0482357956418
7445.12291079514,13.0624107647361
7376.79760252773,13.0768818566054
7309.09932860291,13.0916546249865
7242.02233460732,13.1067321553238
7175.56091893693,13.1221224024108
7109.70943231243,13.1378341857379
7044.46227729904,13.1538716430353
6979.81390783066,13.1702437919696
6915.75882873852,13.1869548205901
6852.29159528407,13.2040146781783
6789.40681269611,13.2214310906981
6727.09913571235,13.2392110666559
6665.36326812492,13.2573626932578
6604.1939623303,13.2758915187228
6543.58601888324,13.294812672012
6483.53428605473,13.3141259896533
6424.03365939419,13.3338491939928
6365.07908129558,13.3539825742
6306.66554056741,13.3745405897634
6248.78807200689,13.3955306792065
6191.44175597785,13.4169639100935
6134.62171799251,13.4388492668507
6078.32312829723,13.4611959057605
6022.54120146193,13.4840162373067
5967.27119597332,13.5073192635382
5912.50841383188,13.5311169178846
5858.24820015254,13.5554200604479
5804.48594276898,13.5802377848571
5751.21707184161,13.6055833072341
5698.43705946914,13.6314711080936
5646.14141930367,13.6579094553167
5594.32570616938,13.6849143903274
5542.98551568467,13.7124934534489
5492.11648388779,13.7406671173494
5441.71428686589,13.7694433829783
5391.77464038751,13.7988349721245
5342.29329953835,13.8288626845973
5293.26605836056,13.859535382393
5244.68874949512,13.8908668538655
5196.55724382766,13.92287837199
5148.8674501375,13.9555794146973
5101.61531474984,13.9889879840193
5054.79682119124,14.0231228957037
5008.40798984822,14.0579959148817
4962.44487762892,14.0936281288592
4916.90357762803,14.1300327912293
