"V1","V2"
1.1,-4.45069131197184
1.1,-4.45069178150229
1.10110208304486,-3.64698657052233
1.10220637664453,-1.42254903856159
1.10331288745657,1.31153572722277
1.10442162216531,-4.54974740082392
1.10553258748197,-3.17193010113985
1.10664579014479,-4.27567030943587
1.1077612369192,-4.59490050747266
1.10887893459792,-2.38065155144213
1.10999889000111,-0.428217901319814
1.11008249696303,-0.959328031767514
1.11112110997652,-2.73610129880385
1.11224560139962,-4.01151401181309
1.11337237117373,-4.3927266696131
1.11450142623018,-2.81256500411277
1.11563277352846,-2.67535511482484
1.11676642005631,-0.225134759079454
1.11790237282993,-2.72699199979829
1.1190406388941,-4.08430513964888
1.1201812253223,-4.04057220831564
1.12025740914879,-4.21684111036726
1.12132413921689,-3.36193917000711
1.12246938770924,-4.05837590130673
1.1236169779599,-3.54747839715012
1.12476691715871,3.19835897097991
1.12591921252499,-4.08564521668316
1.12707387130767,-4.31225657742553
1.12823090078545,-2.59832486266262
1.12939030826693,-1.34857117077391
1.13052558362656,-4.4547289928785
1.1305521010908,-4.38503106736627
1.13171628662599,-0.520122686505461
1.13288287227179,-3.59455863290677
1.13405186545804,-0.577954908347154
1.13522327364529,-4.31398856957301
1.13639710432492,-4.04523220517686
1.13757336501934,-2.26273444642564
1.13875206328216,0.699163643294666
1.13993320669829,-4.24636893513466
1.14088787522978,-4.5488266986047
1.14111680288418,-4.63070335671782
1.1423028594879,-3.37658429051473
1.1434913841894,-4.18548592471595
1.14468238470059,-3.8716674296318
1.14587586876557,-2.27451529008781
1.14707184416073,-4.56215714233147
1.14827031869501,-3.9729388029555
1.14947130020999,-4.17195616363128
1.15067479658009,-4.36871254009626
1.1513451466272,-2.49476079286453
1.15188081571275,-3.72673483675769
1.1530893655486,-3.42938874895035
1.15430045406161,-2.70078662999382
1.15551408925932,-3.97457473405646
1.15673027918294,-4.24481390956353
1.15794903190761,-3.8320231647763
1.15917035554252,-4.03218053140435
1.16039425823109,-2.98265273534523
1.1616207481512,-3.98227481185521
1.16189826839471,-3.5672540899582
1.16284983351533,-4.51765314489231
1.16408152257075,-4.35638047061437
1.16531582359971,-3.36455118124158
1.16655274491963,-3.27126491384988
1.16779229488327,-3.83304543273502
1.16903448187895,-1.55695266854392
1.1702793143307,-2.77274142294229
1.17152680069847,-4.19370422974547
1.17254811908784,-2.13033521448736
1.17277694947834,-3.7770886144435
1.17402976920267,-1.9037686861162
1.17528526844033,-4.00000273831907
1.17654345579689,-1.06531880730629
1.17780433991478,-3.28450397761199
1.17906792947356,-3.4181020610167
1.18033423319005,-4.37342508689344
1.18160325981856,-4.18455644485758
1.18287501815109,-4.62073711033585
1.18329558531484,0.488707782681812
1.18414951701754,-0.739739069491664
1.18542676528589,-2.1732166462555
1.18670677186244,-4.05593212709963
1.187989545692,-4.20403896469739
1.18927509575807,-1.91740757954298
1.19056343108312,-3.26967777585279
1.19185456072871,-3.84569063238033
1.19314849379579,-4.56461234025673
1.19414156181057,-3.81596880948976
1.19444523942486,-3.63222989254084
1.19574480679619,-4.59377876947153
1.19704720513007,-3.67139147726593
1.19835244368698,-4.15856299494956
1.19966053176785,-3.78332982005949
1.20097147871425,-3.7801842049673
1.20228529390865,-4.19794933641598
1.2036019867746,-2.54093983755607
1.20492156677698,-4.52409138311524
1.20508695151092,-4.58380557222418
1.20624404342224,-2.66371204024219
1.20756942625859,-4.07103473031461
1.20889772487626,-3.26479885077575
1.21022894890773,-3.73141132468399
1.21156310802795,-4.21866747781505
1.21290021195456,-3.30889169392722
1.21424027044818,-3.05734324033441
1.21558329331259,-3.54314356165966
1.216132665628,-4.58533354235235
1.21692929039501,-4.26474436466387
1.2182782715863,-4.582267200681
1.21963024682124,-2.0600899649393
1.22098522607877,-3.57297899616614
1.22234321938219,-2.98198772198484
1.22370423679948,-3.87495768487187
1.22506828844348,-3.14789012813518
1.2264353844722,-4.36211938516155
1.22727962372603,-4.41243199186082
1.22780553508903,-4.40918736928441
1.22917875054299,-4.38442977335788
1.23055504112903,-2.78301819764707
1.23193441718824,-3.46678705662183
1.23331688910815,-3.28388919639994
1.23470246732294,-3.61200902406094
1.23609116231376,-4.46776957134026
1.23748298460896,-4.61966336732402
1.23852875379785,-4.39574283448278
1.23887794478435,-4.04384512559526
1.24027605346349,-1.50812894820652
1.24167732131796,-4.07207104796183
1.24308175906759,-4.26736182019985
1.2444893774808,-2.00818763605614
1.24590018737482,-4.41194892126529
1.24731419961599,-4.13658042264027
1.24873142512005,-4.57140546216076
1.2498809923422,-2.93958371022328
1.25015187485239,-3.97918469656415
1.25157555982836,-3.27824243984409
1.25300249111354,-4.29930495758723
1.25443267982402,-4.45638764908287
1.25586613712673,-3.84338472938347
1.25730287423968,-4.52546313161204
1.25874290243227,-2.92882013542757
1.2601862330256,-2.95778081631053
1.26133728444169,-2.75862418804937
1.26163287739275,-3.34060920980559
1.26308284695908,-3.77892408336638
1.26453615320254,-4.48431283680518
1.26599280765397,-4.20615516444193
1.26745282189738,-4.5705428389384
1.26891620757031,-2.51798495199452
1.27038297636408,-3.90702332838063
1.27185314002416,-4.28724635531589
1.27289858384145,-4.21796596508702
1.27332671035042,-4.52913834956698
1.27480369919751,-3.97086963302846
1.27628411847512,-4.07122972592166
1.27776798014835,-2.98638723915187
1.279255296238,-2.37045484136545
1.28074607882088,-4.29071916948615
1.28224034003021,-4.53934757325723
1.28373809205586,-1.71060462463541
1.28456585302856,-3.28450730305596
1.28523934714473,-3.94945104125648
1.28674411760108,-2.94731686077816
1.28825241578687,-3.21674898186265
1.28976425412208,-4.13696703630504
1.29127964508505,-3.76791395616508
1.29279860121286,-2.03565528700844
1.29432113510162,-4.62459920943238
1.29584725940687,-4.04257433185583
1.29634006331217,-3.6496134526823
1.2973769868439,-3.78664345189068
1.29891033018811,-4.46638110706457
1.30044730227539,-1.95722020701058
1.30198791600241,-3.60484160903687
1.30353218432707,-3.95587697500358
1.30508012026879,-3.32279422217207
1.30663173690893,-4.50222339968357
1.30818704739112,-4.34682834431479
1.30822219490435,-4.31092004691598
1.30974606492164,-4.61409112813928
1.31130880276981,-3.87600120799917
1.31287527426836,-3.62315050518581
1.31444549281377,-3.92827955348381
1.31601947186674,-2.87746744589512
1.31759722495248,-2.91850857287815
1.31917876566115,-4.24745372739099
1.3202132370017,-4.25896671891857
1.32076410764825,-4.13462817912799
1.32235326463498,-4.4349868248078
1.32394625040868,-4.02234122163768
1.32554307882319,-3.99278546980563
1.32714376379928,-2.77664359833071
1.32874831932503,-4.33139569820517
1.33035675945626,-3.66511348125741
1.33196909831692,-4.17534545813649
1.33231418786772,-4.44105831703465
1.33358535009953,-4.58409153303947
1.33520552906556,-4.58870012126946
1.33682964954589,-1.96989588680575
1.3384577259412,-4.5415479522392
1.34008977272241,-2.56622360969411
1.3417258044311,-3.83518989946279
1.34336583567997,-3.76023990344376
1.34452605491588,-4.57952824194772
1.34500988115322,-2.94677956272645
1.34665795560705,-1.94641818730119
1.34831007387007,-4.52237521133051
1.34996625084373,-4.4397748727267
1.3516265015028,-4.42617915349641
1.35329084089582,-3.31963095043753
1.35495928414551,-4.31989316847907
1.35663184644928,-1.33492802518876
1.35684985479351,-1.34010727262288
1.35830854307967,-3.51816709392316
1.35998938938481,-3.82038798228783
1.36167440078892,-3.95897507680488
1.36336359279271,-2.04064581907247
1.36505698097395,-3.38477169509352
1.36675458098786,-3.90708249249215
1.36845640856766,-3.25157417014592
1.36928661346646,-4.03723549253184
1.37016247952502,-4.35477742902455
1.37187280975057,-4.55112320771011
1.37358741521435,-3.82978541019659
1.37530631196638,-2.31925438626038
1.37702951613709,-4.51526538169432
1.37875704393787,-2.42074875937888
1.38048891166156,-4.53344152141406
1.38183736630445,-4.15895194264525
1.38222513568296,-4.6109632730747
1.38396573245936,-2.66246055664485
1.38571071853105,-2.13419224461225
1.38746011052182,-3.74337203420939
1.38921392513956,-4.35042635411904
1.39097217917671,-3.84680957392382
1.39273488951084,-4.0131881110049
1.39450207310518,-4.50833819670348
1.39450315816732,-4.50949680403019
1.39627374700918,-3.5204407915206
1.39804992835901,-4.17561356021005
1.39983063437818,-3.96486108915227
1.40161588237804,-3.90547997718838
1.40340568975838,-3.6054387023988
1.40520007400797,-4.30912143581097
1.40699905270514,-3.3354900149246
1.40728504349201,-0.749952946762138
1.40880264351836,-4.52374644941429
1.41061086420679,-3.67622585691046
1.4124237326209,-4.47738819848107
1.41424126670305,-4.61131559881668
1.41606348448805,-4.21765960080652
1.4178904041038,-4.32424888668376
1.41972204377186,-4.50963888889479
1.4201840863803,-1.93030393025166
1.42155842180807,-4.51464239111968
1.42339955662315,-4.31164271695374
1.42524546672334,-4.6259595765296
1.42709617071099,-3.54659640801882
1.42895168728519,-3.78056971665839
1.43081203524243,-4.56482674317025
1.43267723347719,-3.66317238175557
1.43320136068746,-4.21584638323489
1.43454730098261,-4.63754269904379
1.43642225685112,-3.36616762338642
1.43830212027512,-4.43357120372011
1.44018691054758,-3.21070364480326
1.44207664706275,-3.19686703196911
1.44397134931679,-4.55009502800093
1.44587103690847,-1.85381187928002
1.44633795011158,-1.67064137420144
1.44777572953984,-2.97236306104796
1.44968544701689,-4.59930477033228
1.45160020925024,-4.42382878429405
1.45352003625586,-0.988198486161396
1.45544494815575,-4.23601718945369
1.45737496517863,-4.27673410245635
1.45931010766067,0.180885434116218
1.45959494828386,-1.53330591514683
1.4612503960462,-4.51501462565565
1.4631958508884,-4.4490885774886
1.46514649285008,-1.22440080235171
1.46710234270437,-4.3451269515875
1.46906342133548,-3.85502284732346
1.47102974973941,-3.00317484566907
1.47297345885961,-4.47776669376154
1.47300134902474,-4.48955439335052
1.47497824041337,-4.52000187895274
1.47696044524128,-2.80020112832872
1.47894798495928,-3.89241693955555
1.48094088113382,-3.42548522972155
1.48293915544773,-3.42409813401676
1.48494282970106,-3.69160198176175
1.48647459561013,-2.97756579582742
1.4869519258118,-3.72693961178536
1.48896646581676,-4.34763796620112
1.4909864718723,-3.02308565640661
1.49301196625519,-4.25065760684677
1.49504297136342,-2.05583335816798
1.49707950971702,-3.66052849147818
1.49912160395889,-4.20812568870955
1.50009948251546,-3.70190894543762
1.50116927685566,-4.49246300494994
1.50322255129848,-2.92493114765878
1.50528145030395,-2.94650432544464
1.50734599701494,-2.5082411599827
1.50941621470143,-4.45040493512917
1.51149212676144,-4.50723222005812
1.51357375672188,-4.03873580787402
1.51384925385791,-4.01916190538245
1.51566112823944,-4.52321871258349
1.51775426510149,-2.07835620937451
1.51985319122699,-3.36000931379928
1.52195793066739,-3.09378164901628
1.52406850760754,-2.49310436717954
1.52618494636666,-3.81523678341122
1.52772505431655,-4.02408679159513
1.52830727139922,-4.42859646046728
1.53043550729592,-4.06287455848335
1.53256967878461,-2.05151642376379
1.53470981073127,-4.38570667643504
1.53685592814099,-3.25692487690029
1.53900805615888,-4.18925041772079
1.54116622007113,-4.36007990272626
1.54172803906245,-2.67571123023797
1.54333044530596,-3.40681646680022
1.54550075743461,-3.90713130856662
1.54767718217237,-4.17766058792356
1.54985974537958,-4.37214586076058
1.55204847306268,-3.70301516207846
1.5542433913752,-3.90428889732871
1.55585937385487,-4.20434307507375
1.55644452661885,-3.38683166744792
1.55865190524452,-4.24553210639781
1.56086555385338,-2.3733510780917
1.56308549919793,-2.41552586374687
1.5653117681831,-3.0651239418747
1.56754438786728,-4.02345212442728
1.5697833854635,-2.60446825881164
1.57012023513831,-3.88276908658205
1.57202878834047,-4.42476669936653
1.5742806240237,-3.24108948511642
1.57653892019666,-3.66508467921503
1.5788037047019,-3.56991175304623
1.58107500554218,-4.35442776324791
1.58335285088163,-4.58745276414615
1.58451181014047,-3.00384947888833
1.58563726904693,-4.50727356434041
1.58792828852846,-2.71614882601514
1.59022593798151,-3.08191939836709
1.59253024622744,-2.8233831373166
1.59484124225492,-3.53507905397558
1.59715895522114,-2.68850902287679
1.59903529697103,-3.94386770761642
1.59948341445301,-4.10441316651557
1.60181464944843,-1.52207428109907
1.60415268987751,-3.39952207763619
1.60649756558385,-4.35351484358202
1.6088493065858,-3.80387176204911
1.61120794307775,-3.93097966708146
1.6135735054314,-4.44122912686751
1.61369190472147,-4.46623959427123
1.61594602419708,-4.12270637499106
1.61832553010507,-2.33860985431309
1.62071205406692,-3.71038719134609
1.62310562717679,-4.60570597040359
1.62550628071279,-3.6773038629099
1.62791404613837,-3.45730998526673
1.62848285356567,-3.49665574365034
1.63032895510364,-3.6789044609512
1.63275103944684,-2.73005163869058
1.63518033119567,-4.54254575839579
1.6376168625687,-4.29403288401184
1.64006066597686,-3.4548454168839
1.64251177402482,-4.40712140409912
1.6434093748615,-4.32650331993668
1.64497021951244,-4.18638036221776
1.64743603543626,-1.5601161480823
1.64990925499098,-3.8020594664055
1.6523899115709,-3.82047366866508
1.65487803877149,-1.77684528023591
1.65737367039086,-3.65927138866815
1.65847271125337,-3.3372482301269
1.65987684043131,-4.25481522649992
1.66238758310085,-2.98332141193007
1.6649059328148,-3.22692178206492
1.66743192419732,0.512021564885087
1.66996559208304,-1.96081917210759
1.67250697151862,-2.80755995189074
1.67367411677562,-4.5997306414499
1.67505609776438,-3.92007955737265
1.67761300629594,0.928934847010934
1.68017773280587,-3.27796364878489
1.68275031320533,-3.53279934641214
1.68533078362575,-3.62356566231515
1.68791918042054,-1.86919931167862
1.68901485695697,-4.59929926146921
1.69051554016679,-4.50387158983793
1.69311989966697,-3.12964302868054
1.6957322959507,-3.9764216738873
1.69835276627649,-4.50839550637736
1.70098134813352,-1.5984126529996
1.7036180792434,-3.46078098881944
1.70449620892586,-4.41079697534608
1.70626299756203,-3.77785704560316
1.70891614128135,-1.44033428820913
1.71157754883124,-2.95384397227954
1.71424725888135,-3.53124270749149
1.71692531034296,0.971457861896253
1.7196117423709,-2.49477716297125
1.72011946151676,-3.99426854574043
1.72230659436542,-3.57979256126291
1.72500990597417,-4.40592487991799
1.72772171709408,-3.32352163037715
1.73044206787339,-4.48511639789231
1.73317099871357,-1.77612684628636
1.73588591537747,-1.88089619706543
1.73590855027135,-2.03004694965367
1.73865476346076,-4.63063032857863
1.74140967945511,-1.20006866641651
1.74417333968912,-4.5649502064621
1.74694578586092,-2.02860688493596
1.74972705993421,3.04792565260501
1.75179688307743,-4.23237700117235
1.75251720414036,-2.05814191442423
1.75531626098053,-3.88179335764508
1.75812427322784,-3.69641092265013
1.76094128392955,-2.97224120752506
1.76376733640926,-2.42649349937838
1.76660247426912,-2.86801249538277
1.76785368921695,-3.65776807438741
1.7694467413921,-4.5478258499455
1.77230018194422,-4.16882548838825
1.77516284037685,-4.09038459204007
1.77803476142904,-3.21101664946517
1.78091599012981,-1.83926675275726
1.78380657180054,-3.82444678132319
1.7840576705375,-3.30217007717218
1.7867065520573,-4.39521399036656
1.78961597681333,-3.86461134857822
1.79253489228136,-4.11414738523544
1.79546334497615,-3.42436801089994
1.79840138171691,-2.9439826320249
1.80041017603301,-4.56757443443874
1.80134904962978,-3.20869449514672
1.80430639615042,-4.47019880241388
1.80727346902648,-3.37852500237298
1.8102503163202,-4.33197041694709
1.81323698641102,-1.91499136724141
1.81623352799818,-4.36806537094177
1.81691256706215,-3.44900655873491
1.81923999010336,-4.637839500529
1.82225642207339,-3.14219599683182
1.82528287358291,-3.50610778182372
1.82831939463711,-4.39205599752026
1.8313660355745,-3.38212047479132
1.83356621746169,-4.42113276355488
1.83442284706967,-3.4379964732494
1.8374898801361,-4.14329803922098
1.84056718612903,-3.93757914051017
1.84365481674828,-4.61923892911247
1.84675282404118,-4.50335144309307
1.84986126040547,-4.30067832133867
1.85037251366084,-2.18678118066222
1.85298017859229,-4.02579447395019
1.8561096317091,-4.62701699717818
1.85924967322279,-2.80023618403024
1.86240035696261,-2.71871893975688
1.86556173712336,-4.54485175628273
1.86733285479671,-2.63861106950614
1.8687338682684,-3.42384752905682
1.87191680533285,-4.00823406567807
1.87511060362675,-3.9992108075742
1.87831531883826,-1.95336896911025
1.88153100703687,-2.57292674621888
1.88444865283075,-3.74450862149681
1.88475772467671,-4.39055970595919
1.88799552859984,-3.29613838907219
1.89124447603957,-3.19699951353866
1.89450462462388,-3.22998884662323
1.89777603237877,-3.30992254260011
1.90105875773171,-3.52118224810985
1.90172133266634,-3.65230286920533
1.90435285951519,-2.23181813330499
1.90765839697012,-2.86214263152303
1.91097542974949,-3.24453479054429
1.91430401792189,-4.16813033946815
1.91764422197515,-4.2857917362862
1.91915233226737,-3.44425135352933
1.92099610282002,-2.85993603967958
1.92435972179387,-2.39801496646098
1.92773514066441,-4.14894015228973
1.93112242163349,-4.39521888923886
1.93452162734093,-4.01272122937988
1.93674310277798,-3.60792152494006
1.93793282086835,-4.43978947663104
1.94135606574309,-3.69545729187613
1.94479142594217,-1.47901002387087
1.94823896589625,-4.4632461824136
1.95169875049365,-4.31725500694822
1.95449510864336,-3.75519243640204
1.95517084508448,-3.24351036143205
1.95865531548467,-3.33451009432892
1.9621522279802,-4.47181357754195
1.96566164933126,-4.2764449034635
1.96918364677652,-4.33123691295308
1.97240982773168,-3.7767321782753
1.97271828803741,-3.67432291960458
1.97626564132248,-3.24459366797922
1.97982577533177,-3.4324985096782
1.98339875926125,-1.22178412990948
1.98698466280731,-2.89031185823686
1.99048875145709,-4.46369515371006
1.99058355617128,-4.59639274268327
1.994195510064,-4.50062552832324
1.99782059571051,-4.32209948759808
2.00145888485465,-1.97923556349886
2.00511044976385,-4.13056016621099
2.00873338490391,-4.15452883890399
