"data...1.","bfp_output.res"
12220.1056599999,-15.2231388375511
12235.9666670002,8.82971105471841
12237.9032180002,1.67032112985036
12238.908171,14.5784751297557
12243.0026850002,-15.4157020762124
12307.8585649999,75.6314011510997
12334.8146870001,-36.6983264062273
12536.1309139999,32.6151967769981
12537.0906480001,37.1654397222757
12538.048924,50.8784396177052
12573.0651850002,-34.5626817621748
12574.0020829998,-45.6383415455538
12575.0051270002,-37.8236979467166
12601.0029279999,26.2094932604987
12602.0445829998,7.98547353483792
12651.8701849999,90.9672332029257
12711.7517590001,-24.3964339201888
12712.8089470002,-0.998428833547131
12925.044514,27.7539536782855
13071.8259140002,-130.150664383421
13303.018044,-76.3751096412598
13338.8544100001,-66.778271587432
13340.104572,-27.1594380404119
13368.8945829999,-10.2793306835785
13747.010278,-7.35617975383861
15111.0354980002,81.2442384183731
15440.1281369999,111.604207705792
15523.043414,56.2749277603488
15994.8675230001,-84.0536705069745
16165.1266089999,32.610094818385
16585.1541550001,-0.52407986635049
16588.0586689999,21.5361161878556
16639.9026270001,31.6504252900524
16909.1497450001,34.1791504675835
17291.1480089999,-23.6339741571849
17294.147072,-35.9304178407597
17652.1447220002,77.9792048700658
17765.862338,-78.492203475192
18029.1550810002,-70.1291483239428
