"data...1.","bfp_output.res"
12220.1056599999,12.1380741511384
12235.9666670002,-29.6464623039592
12237.9032180002,-24.8466147751951
12238.908171,-21.8485574821925
12243.0026850002,-60.6162665522934
12307.8585649999,132.149310036718
12334.8146870001,39.8389707052793
12536.1309139999,-19.8671120296094
12537.0906480001,-18.5167264415077
12538.048924,2.23250151761022
12573.0651850002,-11.1334747819265
12574.0020829998,-18.0127975715295
12575.0051270002,-4.81503172835983
12601.0029279999,106.524311766191
12602.0445829998,72.6834540723848
12651.8701849999,54.0864066913373
12711.7517590001,15.7710010787996
12712.8089470002,35.3066448917889
12925.044514,1.15072632254942
13071.8259140002,-173.889744154301
13303.018044,-28.8678288347155
13338.8544100001,-101.166919523026
13340.104572,-58.9243521379576
13368.8945829999,-58.0950836047959
13747.010278,-24.4985385147656
15111.0354980002,60.5340844777575
15440.1281369999,82.0927505469108
15523.043414,63.5175117307272
15994.8675230001,-110.006164720984
16165.1266089999,78.552166403626
16585.1541550001,61.4708375237869
16588.0586689999,91.7744323215211
16639.9026270001,-0.997744822228924
16909.1497450001,3.4207764897792
17291.1480089999,35.1572139640166
17294.147072,2.66340472745014
17652.1447220002,55.8121450508688
17765.862338,-139.194115963353
18029.1550810002,-102.309009196919
