"data...1.","bfp_output.res"
12220.1056599999,12.4734464809972
12235.9666670002,12.5223864000254
12237.9032180002,15.3446928794729
12238.908171,40.4363080234752
12243.0026850002,8.89105294985347
12307.8585649999,6.28058651920492
12334.8146870001,27.07068053077
12536.1309139999,-21.1163455603009
12537.0906480001,-5.6947687965685
12538.048924,-0.349273317514417
12573.0651850002,12.6749260401157
12574.0020829998,4.62344599963217
12575.0051270002,26.2385836889434
12601.0029279999,97.7962803741621
12602.0445829998,54.0727130927135
12651.8701849999,4.86022249341841
12711.7517590001,-34.0379373389778
12712.8089470002,-3.45894196035533
12925.044514,-24.9177239987348
13071.8259140002,-13.8414053259039
13303.018044,119.514278517566
13338.8544100001,-114.172143953742
13340.104572,-77.8212774070116
13368.8945829999,-79.3686440337178
13747.010278,-118.726541106719
15111.0354980002,40.9664175948892
15440.1281369999,34.9007583251932
15523.043414,-74.5407151098152
15994.8675230001,-154.099146858242
16165.1266089999,71.6915828808151
16585.1541550001,42.086067414024
16588.0586689999,59.8932608893492
16639.9026270001,-111.05006637056
16909.1497450001,60.1826519737824
17291.1480089999,55.0616520198055
17294.147072,20.8393310398305
17652.1447220002,68.6129469839852
17765.862338,-103.901222328117
18029.1550810002,39.0636656680354
